playerid,playername,firstname,lastname,worldrank,main_tour,datadepthclass,baselineconfidenceband,neutralskillsg,neutralskillindex,venuefitscore,venuefitdelta,venuefitconfidenceband,venue_history_rounds,venue_history_sg_total,venuehistorydelta,venuehistoryconfidenceband,prepenaltyvts,blendclass,blendweightsused,debutflag,debutclass,debutpenaltyapplied,antipatternflags,antipatternpenaltytotal,antipattern_penalty_bomb_and_spray,antipattern_penalty_short_and_wild,antipattern_penalty_long_iron_liability,antipattern_penalty_weak_tight_runoff,antipattern_penalty_poor_lag_putting,formscore_adjusted,recentformindex,form_vs_neutralskill,recentformgateapplied,recentformgate_reason,form_delta_vts,injuryflag,healthgatestatus,healthgatereason,health_delta_vts,playervarianceband,volatilityindex,venuevarianceclass,vtsfinal_raw,vtsfinal,tier,tierreason,tier_gate_flag,tier_gate_reason,winpct,top3pct,top5pct,top10pct,top20pct,makecutpct,misscutpct,primary_trait_driver,primary_risk_trait,trait_summary_label,tracenotes
30,"LEE, MIN WOO",Min Woo,Lee,35.0,PGA Tour,deep,high,1.12,74.25742574257426,68.98230476116181,-5.275120981412442,high,0,0.0,0.0,low,72.4111333990799,Neutral+Venue,"{""neutral"": 0.65, ""venuefit"": 0.35, ""venuehistory"": 0.0}",False,,0.0,long_iron_liability,-4.490497737556561,0.0,0.0,-4.490497737556561,0.0,0.0,0.8743000000000001,70.8685238875583,-0.54,False,,-0.54,False,ok,,0.0,low,25.0,high,58.39964018641022,58.39964018641022,3,"Mid-tier NeutralSG=1.12, moderate fit VFD=-5.3",False,,0.0046989319406064356,0.06245436745421442,0.11111683824871213,0.2045048441736387,0.36811568008768536,0.5290433994339335,0.4709566005660665,ARG_TightRunoff,MajorGrind,ARG_TightRunoff + OTT_Distance; weak MajorGrind,NeutralSG=1.12; VFD=-5.3; AP=-4.5VTS (long_iron_liability); ->Tier3 vtsfinal=58.4
31,"ROSE, JUSTIN",Justin,Rose,7.0,PGA Tour,deep,high,1.44,78.21782178217822,80.33965984504069,2.121838062862466,high,0,0.0,0.0,low,78.96046510418009,Neutral+Venue,"{""neutral"": 0.65, ""venuefit"": 0.35, ""venuehistory"": 0.0}",False,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.2489,75.96117483927895,-0.42,False,,-0.42,False,ok,,0.0,low,25.0,high,78.54046510418009,78.54046510418009,2,"Strong NeutralSG=1.44, solid Shinnecock fit VFD=2.1",False,,0.02067357775836963,0.36539507763588047,0.4621575056230009,0.5787481180774544,0.698514295079156,0.8315368322895517,0.16846316771044834,OTT_Distance,APP_FlightCtrl,OTT_Distance + OTT_Accuracy; weak APP_FlightCtrl,NeutralSG=1.44; VFD=2.1; ->Tier2 vtsfinal=78.5
32,"REED, PATRICK",Patrick,Reed,27.0,DP World Tour,deep,high,0.97,72.4009900990099,79.6706526596638,7.269662560653899,high,0,0.0,0.0,low,74.94537199523877,Neutral+Venue,"{""neutral"": 0.65, ""venuefit"": 0.35, ""venuehistory"": 0.0}",False,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.3249,80.62523635446868,0.77,False,,0.0,False,ok,,0.0,low,25.0,high,74.94537199523877,74.94537199523877,2,"Strong NeutralSG=0.97, solid Shinnecock fit VFD=7.3",False,,0.0163558227726646,0.28366259157065327,0.3818003421377554,0.5092969594721604,0.6500213617951565,0.8071561398368833,0.19284386016311672,OTT_Distance,APP_FlightCtrl,OTT_Distance + OTT_Accuracy; weak APP_FlightCtrl,NeutralSG=0.97; VFD=7.3; ->Tier2 vtsfinal=74.9
33,"MATSUYAMA, HIDEKI",Hideki,Matsuyama,24.0,PGA Tour,deep,high,1.32,76.73267326732673,80.4428518684139,3.710178601087165,high,0,0.0,0.0,low,78.03123577770724,Neutral+Venue,"{""neutral"": 0.65, ""venuefit"": 0.35, ""venuehistory"": 0.0}",False,,0.0,short_and_wild;poor_lag_putting,-3.2566666666666673,0.0,-2.0,0.0,0.0,-1.2566666666666673,0.8286,68.62473213160217,-1.08,True,Last20 vs baseline = -1.08 SG (threshold -1.0),-2.16,False,ok,,0.0,high,75.0,high,66.10123577770725,66.10123577770725,2,"Strong NeutralSG=1.32, solid Shinnecock fit VFD=3.7; form-gated",False,,0.010475564569365088,0.1630095829893116,0.25660914211460795,0.40734057988066824,0.6178793619933061,0.8130893306721204,0.18691066932787959,ARG_TightRunoff,MajorGrind,ARG_TightRunoff + ARG_Bunker; weak MajorGrind,NeutralSG=1.32; VFD=3.7; AP=-3.3VTS (short_and_wild;poor_lag_putting); form-gate(-1.08); ->Tier2 vtsfinal=66.1
34,"FITZPATRICK, ALEX",Alex,Fitzpatrick,69.0,PGA Tour,deep,high,0.43,65.7178217821782,69.72057307135991,4.0027512891817025,high,0,0.0,0.0,low,67.1187847333918,Neutral+Venue,"{""neutral"": 0.65, ""venuefit"": 0.35, ""venuehistory"": 0.0}",False,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.1216000000000002,80.34791377788983,1.52,False,,2.2800000000000002,False,ok,,0.0,high,75.0,high,69.3987847333918,69.3987847333918,2,"Strong NeutralSG=0.43, solid Shinnecock fit VFD=4.0",False,,0.013362535478860427,0.22002828135879512,0.32704535146614827,0.4859123604616415,0.6877776665859487,0.8726346446669092,0.1273653553330908,ARG_TightRunoff,APP_150-200,ARG_TightRunoff + OTT_Accuracy; weak APP_150-200,NeutralSG=0.43; VFD=4.0; ->Tier2 vtsfinal=69.4
35,"SMALLEY, ALEX",Alex,Smalley,42.0,PGA Tour,deep,high,0.73,69.43069306930693,69.30831630451861,-0.12237676478831361,high,0,0.0,0.0,low,69.38786120163101,Neutral+Venue,"{""neutral"": 0.65, ""venuefit"": 0.35, ""venuehistory"": 0.0}",False,,0.0,weak_tight_runoff,-2.253814147018031,0.0,0.0,0.0,-2.253814147018031,0.0,1.09855,77.86461616034288,0.8,False,,0.0,False,ok,,0.0,low,25.0,high,62.62641876057692,62.62641876057692,3,"Mid-tier NeutralSG=0.73, moderate fit VFD=-0.1",False,,0.006664018381131229,0.09550006680854314,0.15922768865465953,0.2706951889881635,0.44327603817141287,0.628985151509195,0.371014848490805,OTT_Distance,MajorGrind,OTT_Distance + OTT_Accuracy; weak MajorGrind,NeutralSG=0.73; VFD=-0.1; AP=-2.3VTS (weak_tight_runoff); ->Tier3 vtsfinal=62.6
36,"REITAN, KRISTOFFER",Kristoffer,Reitan,26.0,PGA Tour,deep,high,0.93,71.9059405940594,67.78850563913781,-4.117434954921592,high,0,0.0,0.0,low,70.46483835983685,Neutral+Venue,"{""neutral"": 0.65, ""venuefit"": 0.35, ""venuehistory"": 0.0}",False,,0.0,long_iron_liability;weak_tight_runoff,-6.26303085834782,0.0,0.0,-3.980090497737556,-2.2829403606102634,0.0,1.3941000000000003,82.23874952729106,1.03,False,,1.545,False,ok,,0.0,high,75.0,high,53.22074578479339,53.22074578479339,3,"Mid-tier NeutralSG=0.93, moderate fit VFD=-4.1",False,,0.0035443314171223262,0.04452403399323079,0.08516227706148531,0.17133420259280197,0.3451972800442703,0.45918852117311804,0.540811478826882,OTT_Distance,APP_FlightCtrl,OTT_Distance + OTT_Accuracy; weak APP_FlightCtrl,NeutralSG=0.93; VFD=-4.1; AP=-6.3VTS (long_iron_liability;weak_tight_runoff); ->Tier3 vtsfinal=53.2
37,"HATTON, TYRRELL",Tyrrell,Hatton,21.0,LIV Golf,deep,high,0.96,72.27722772277228,73.08186318523624,0.8046354624639633,high,0,0.0,0.0,low,72.55885013463467,Neutral+Venue,"{""neutral"": 0.65, ""venuefit"": 0.35, ""venuehistory"": 0.0}",False,,0.0,bomb_and_spray;poor_lag_putting,-5.183799983092401,-3.920466649759067,0.0,0.0,0.0,-1.2633333333333336,1.44685,83.05811168536493,1.07,False,,1.605,False,ok,,0.0,high,75.0,high,58.61245018535746,58.61245018535746,3,"Mid-tier NeutralSG=0.96, moderate fit VFD=0.8",False,,0.0057422080983080565,0.07801286166769124,0.1383631684613327,0.2536691532383497,0.4544528763333391,0.6234962047922059,0.3765037952077941,OTT_Distance,MajorGrind,OTT_Distance + OTT_Accuracy; weak MajorGrind,NeutralSG=0.96; VFD=0.8; AP=-5.2VTS (bomb_and_spray;poor_lag_putting); ->Tier3 vtsfinal=58.6
38,"CAULEY, BUD",Bud,Cauley,40.0,PGA Tour,deep,high,0.67,68.68811881188118,73.29214192800788,4.604023116126697,high,0,0.0,0.0,low,70.29952690252553,Neutral+Venue,"{""neutral"": 0.65, ""venuefit"": 0.35, ""venuehistory"": 0.0}",False,,0.0,poor_lag_putting,-1.27,0.0,0.0,0.0,0.0,-1.27,1.1159,78.60834488844068,0.98,False,,0.0,False,ok,,0.0,low,25.0,high,66.48952690252553,66.48952690252553,2,"Strong NeutralSG=0.67, solid Shinnecock fit VFD=4.6",False,,0.008989064818650253,0.13829713211503317,0.2162680556791723,0.3406451854894299,0.5124067221882734,0.7036223697598604,0.29637763024013963,ARG_TightRunoff,MajorGrind,ARG_TightRunoff + OTT_Accuracy; weak MajorGrind,NeutralSG=0.67; VFD=4.6; AP=-1.3VTS (poor_lag_putting); ->Tier2 vtsfinal=66.5
39,"BRADLEY, KEEGAN",Keegan,Bradley,39.0,PGA Tour,deep,high,1.06,73.51485148514851,72.64139759322468,-0.8734538919238304,high,0,0.0,0.0,low,73.20914262297518,Neutral+Venue,"{""neutral"": 0.65, ""venuefit"": 0.35, ""venuehistory"": 0.0}",False,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.9781,73.28879364679189,-0.19,False,,0.0,False,ok,,0.0,low,25.0,high,73.20914262297518,73.20914262297518,2,"Strong NeutralSG=1.06, solid Shinnecock fit VFD=-0.9",False,,0.01454704899798167,0.24793200439657337,0.3442212343685954,0.4744610031101817,0.6241878620810974,0.7918090388966313,0.20819096110336865,ARG_TightRunoff,APP_FlightCtrl,ARG_TightRunoff + ARG_Bunker; weak APP_FlightCtrl,NeutralSG=1.06; VFD=-0.9; ->Tier2 vtsfinal=73.2
40,"SPIETH, JORDAN",Jordan,Spieth,51.0,PGA Tour,deep,high,1.03,73.14356435643565,71.9502769465221,-1.1932874099135518,high,0,0.0,0.0,low,72.7259137629659,Neutral+Venue,"{""neutral"": 0.65, ""venuefit"": 0.35, ""venuehistory"": 0.0}",False,,0.0,bomb_and_spray,-3.88668526502663,-3.88668526502663,0.0,0.0,0.0,0.0,1.03,74.49892852640868,0.0,False,,0.0,False,ok,,0.0,low,25.0,high,61.06585796788601,61.06585796788601,3,"Mid-tier NeutralSG=1.03, moderate fit VFD=-1.2",False,,0.005874090244829242,0.08180549861338456,0.13979463002415488,0.2448759621812759,0.41525473777035155,0.5940043288484635,0.40599567115153645,OTT_Distance,MajorGrind,OTT_Distance + ARG_TightRunoff; weak MajorGrind,NeutralSG=1.03; VFD=-1.2; AP=-3.9VTS (bomb_and_spray); ->Tier3 vtsfinal=61.1
41,"HOJGAARD, NICOLAI",Nicolai,Hojgaard,33.0,PGA Tour,deep,high,1.14,74.5049504950495,70.33564137856166,-4.169309116487838,high,0,0.0,0.0,low,73.04569230427876,Neutral+Venue,"{""neutral"": 0.65, ""venuefit"": 0.35, ""venuehistory"": 0.0}",False,,0.0,bomb_and_spray;long_iron_liability,-8.204249468959826,-4.082982500634035,0.0,-4.121266968325791,0.0,0.0,1.0126,73.41484936341864,-0.28,False,,0.0,False,ok,,0.0,low,25.0,high,48.432943897399284,48.432943897399284,4,"Below-avg skill or venue mismatch VFD=-4.2, AP=-8.2",False,,0.0018435403002434038,0.021876458841571276,0.04447848680457255,0.0963621666483322,0.21392450696941645,0.2753468651975294,0.7246531348024706,OTT_Distance,MajorGrind,OTT_Distance + OTT_Accuracy; weak MajorGrind,NeutralSG=1.14; VFD=-4.2; AP=-8.2VTS (bomb_and_spray;long_iron_liability); ->Tier4 vtsfinal=48.4
42,"PUIG, DAVID",David,Puig,57.0,LIV Golf,deep,high,0.9,71.53465346534654,64.63381992536168,-6.900833539984859,high,0,0.0,0.0,low,69.11936172635184,Neutral+Venue,"{""neutral"": 0.65, ""venuefit"": 0.35, ""venuehistory"": 0.0}",False,,0.0,bomb_and_spray;long_iron_liability,-8.76481582000521,-3.818209485163581,0.0,-4.946606334841629,0.0,0.0,1.0365,75.50737425942266,0.3,False,,0.0,False,ok,,0.0,low,25.0,high,42.82491426633621,42.82491426633621,4,"Below-avg skill or venue mismatch VFD=-6.9, AP=-8.8",False,,0.0009963933241035285,0.011938654258514656,0.025936328994113914,0.060749084417093716,0.14942975118835733,0.1658774999838095,0.8341225000161905,PUTT_LagCtrl,APP_200+,PUTT_LagCtrl + OTT_Distance; weak APP_200+,NeutralSG=0.90; VFD=-6.9; AP=-8.8VTS (bomb_and_spray;long_iron_liability); ->Tier4 vtsfinal=42.8
43,"RAI, AARON",Aaron,Rai,14.0,PGA Tour,deep,high,0.97,72.4009900990099,82.7019108660068,10.300920766996896,high,0,0.0,0.0,low,76.00631236745882,Neutral+Venue,"{""neutral"": 0.65, ""venuefit"": 0.35, ""venuehistory"": 0.0}",False,,0.0,poor_lag_putting,-1.3233333333333335,0.0,0.0,0.0,0.0,-1.3233333333333335,1.2429999999999999,79.03693432497163,0.6,False,,0.0,False,ok,,0.0,low,25.0,high,72.03631236745882,72.03631236745882,2,"Strong NeutralSG=0.97, solid Shinnecock fit VFD=10.3",False,,0.01341855223638483,0.22544015861923794,0.31965741201442616,0.4507353247865677,0.6059217550417925,0.7798936369801286,0.2201063630198714,OTT_Accuracy,APP_150-200,OTT_Accuracy + WindTolerance; weak APP_150-200,NeutralSG=0.97; VFD=10.3; AP=-1.3VTS (poor_lag_putting); ->Tier2 vtsfinal=72.0
44,"BHATIA, AKSHAY",Akshay,Bhatia,29.0,PGA Tour,deep,high,1.07,73.63861386138613,76.25056780172942,2.611953940343284,high,0,0.0,0.0,low,74.55279774050628,Neutral+Venue,"{""neutral"": 0.65, ""venuefit"": 0.35, ""venuehistory"": 0.0}",False,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.8971,71.65006933064416,-0.39,False,,-0.39,False,ok,,0.0,low,25.0,high,74.16279774050628,74.16279774050628,2,"Strong NeutralSG=1.07, solid Shinnecock fit VFD=2.6",False,,0.015519539214066786,0.2672121603632454,0.364706944273361,0.4936588907372684,0.6385624094960759,0.8005607124326106,0.19943928756738938,OTT_Distance,MajorGrind,OTT_Distance + OTT_Accuracy; weak MajorGrind,NeutralSG=1.07; VFD=2.6; ->Tier2 vtsfinal=74.2
45,"BRIDGEMAN, JACOB",Jacob,Bridgeman,25.0,PGA Tour,deep,high,0.95,72.15346534653465,72.67513184446469,0.5216664979300418,high,0,0.0,0.0,low,72.33604862081016,Neutral+Venue,"{""neutral"": 0.65, ""venuefit"": 0.35, ""venuehistory"": 0.0}",False,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.6951999999999999,68.54909870162612,-0.56,False,,-0.56,False,ok,,0.0,low,25.0,high,71.77604862081016,71.77604862081016,2,"Strong NeutralSG=0.95, solid Shinnecock fit VFD=0.5",False,,0.01317789456683818,0.22063735400854936,0.3143132197947143,0.4454651380940286,0.6017846717612264,0.777067923606304,0.22293207639369605,PUTT_LagCtrl,MajorGrind,PUTT_LagCtrl + OTT_Distance; weak MajorGrind,NeutralSG=0.95; VFD=0.5; ->Tier2 vtsfinal=71.8
46,"POSTON, J.T.",J.T.,Poston,38.0,PGA Tour,deep,high,0.76,69.80198019801979,71.66939446784468,1.8674142698248914,high,0,0.0,0.0,low,70.4555751924585,Neutral+Venue,"{""neutral"": 0.65, ""venuefit"": 0.35, ""venuehistory"": 0.0}",False,,0.0,weak_tight_runoff,-2.1789181692094313,0.0,0.0,0.0,-2.1789181692094313,0.0,1.11035,77.88982730366823,0.77,False,,0.0,False,ok,,0.0,low,25.0,high,63.9188206848302,63.9188206848302,3,"Mid-tier NeutralSG=0.76, moderate fit VFD=1.9",False,,0.007380606746633703,0.10833312459090298,0.17687796992508228,0.2932075394612952,0.46653132965398403,0.6559298866817255,0.34407011331827453,OTT_Accuracy,MajorGrind,OTT_Accuracy + OTT_Distance; weak MajorGrind,NeutralSG=0.76; VFD=1.9; AP=-2.2VTS (weak_tight_runoff); ->Tier3 vtsfinal=63.9
47,"KOIVUN, JACKSON",Jackson,Koivun,260.0,Amateur,medium,medium,1.29,76.36138613861387,79.77192968403985,3.4105435454259805,medium,0,0.0,0.0,low,77.55507637951295,Neutral+Venue,"{""neutral"": 0.65, ""venuefit"": 0.35, ""venuehistory"": 0.0}",True,B,-1.75,weak_tight_runoff,-2.2330097087378644,0.0,0.0,0.0,-2.2330097087378644,0.0,1.2315,76.64187570906341,-0.14,False,,0.0,False,ok,,0.0,high,75.0,high,66.48104725329937,66.48104725329937,2,"Strong NeutralSG=1.29, solid Shinnecock fit VFD=3.4; debut-B",False,,0.010780001089437238,0.16889643401751508,0.2641573810463495,0.41614665638239634,0.6260919096748683,0.8207246409465568,0.17927535905344316,PUTT_LagCtrl,MajorGrind,PUTT_LagCtrl + OTT_Accuracy; weak MajorGrind,NeutralSG=1.29; VFD=3.4; debut-B pen=-1.8SG; AP=-2.2VTS (weak_tight_runoff); ->Tier2 vtsfinal=66.5
48,"WOODLAND, GARY",Gary,Woodland,45.0,PGA Tour,deep,high,0.72,69.3069306930693,68.17725400057768,-1.1296766924916284,high,0,0.0,0.0,low,68.91154385069723,Neutral+Venue,"{""neutral"": 0.65, ""venuefit"": 0.35, ""venuehistory"": 0.0}",False,,0.0,long_iron_liability;weak_tight_runoff,-6.48376500712309,0.0,0.0,-4.034389140271494,-2.4493758668515953,0.0,0.9293,74.65019538636078,0.46,False,,0.0,False,ok,,0.0,low,25.0,high,49.46024882932796,49.46024882932796,4,"Below-avg skill or venue mismatch VFD=-1.1, AP=-6.5",False,,0.0020475276851607267,0.024422647342703427,0.04902858155482576,0.10461146125782902,0.22761421680286806,0.29920116416387293,0.700798835836127,PUTT_LagCtrl,APP_200+,PUTT_LagCtrl + OTT_Distance; weak APP_200+,NeutralSG=0.72; VFD=-1.1; AP=-6.5VTS (long_iron_liability;weak_tight_runoff); ->Tier4 vtsfinal=49.5
49,"HALL, HARRY",Harry,Hall,66.0,PGA Tour,deep,high,1.18,75.0,73.79287542889618,-1.2071245711038188,high,0,0.0,0.0,low,74.57750640011366,Neutral+Venue,"{""neutral"": 0.65, ""venuefit"": 0.35, ""venuehistory"": 0.0}",False,,0.0,short_and_wild,-2.0,0.0,-2.0,0.0,0.0,0.0,1.0162,73.21316021681584,-0.36,False,,-0.36,False,ok,,0.0,low,25.0,high,68.21750640011366,68.21750640011366,2,"Strong NeutralSG=1.18, solid Shinnecock fit VFD=-1.2",False,,0.010219449445909108,0.16203629418135765,0.24591535827840014,0.37413574477963163,0.5425749433761983,0.731173701815172,0.26882629818482795,ARG_TightRunoff,MajorGrind,ARG_TightRunoff + ARG_Bunker; weak MajorGrind,NeutralSG=1.18; VFD=-1.2; AP=-2.0VTS (short_and_wild); ->Tier2 vtsfinal=68.2
50,"FOWLER, RICKIE",Rickie,Fowler,41.0,PGA Tour,deep,high,1.22,75.4950495049505,73.93995784126928,-1.5550916636812246,high,0,0.0,0.0,low,74.95076742266207,Neutral+Venue,"{""neutral"": 0.65, ""venuefit"": 0.35, ""venuehistory"": 0.0}",False,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.01525,72.92323206857432,-0.45,False,,-0.45,False,ok,,0.0,low,25.0,high,74.50076742266207,74.50076742266207,2,"Strong NeutralSG=1.22, solid Shinnecock fit VFD=-1.6",False,,0.015876399916908413,0.27424909382295304,0.37206092790540757,0.5004278467053379,0.6435491534535609,0.803471857162663,0.196528142837337,OTT_Accuracy,MajorGrind,OTT_Accuracy + OTT_Distance; weak MajorGrind,NeutralSG=1.22; VFD=-1.6; ->Tier2 vtsfinal=74.5
51,"STRAKA, SEPP",Sepp,Straka,19.0,PGA Tour,deep,high,0.81,70.42079207920791,75.59418325005505,5.17339117084714,high,0,0.0,0.0,low,72.23147898900442,Neutral+Venue,"{""neutral"": 0.65, ""venuefit"": 0.35, ""venuehistory"": 0.0}",False,,0.0,weak_tight_runoff,-2.162274618585298,0.0,0.0,0.0,-2.162274618585298,0.0,0.5643,66.96079667212909,-0.54,False,,-0.54,False,ok,,0.0,low,25.0,high,65.20465513324852,65.20465513324852,2,"Strong NeutralSG=0.81, solid Shinnecock fit VFD=5.2",False,,0.008153448069223555,0.12255130084622314,0.1958665271962766,0.31652876356963056,0.48958124033536665,0.6807866619095769,0.31921333809042307,OTT_Distance,MajorGrind,OTT_Distance + OTT_Accuracy; weak MajorGrind,NeutralSG=0.81; VFD=5.2; AP=-2.2VTS (weak_tight_runoff); ->Tier2 vtsfinal=65.2
52,"FOX, RYAN",Ryan,Fox,55.0,PGA Tour,deep,high,0.64,68.31683168316832,66.13310751194328,-2.1837241712250375,high,0,0.0,0.0,low,67.55252822323956,Neutral+Venue,"{""neutral"": 0.65, ""venuefit"": 0.35, ""venuehistory"": 0.0}",False,,0.0,bomb_and_spray;long_iron_liability,-7.795078970350112,-3.7606898300786202,0.0,-4.034389140271492,0.0,0.0,0.78105,72.31816462876591,0.31,False,,0.0,False,ok,,0.0,low,25.0,high,44.16729131218922,44.16729131218922,4,"Below-avg skill or venue mismatch VFD=-2.2, AP=-7.8",False,,0.0011626583810611746,0.01380919027713592,0.029540161756642185,0.06796109559997457,0.16329666611819643,0.18866078268675315,0.8113392173132469,OTT_Distance,MajorGrind,OTT_Distance + ARG_TightRunoff; weak MajorGrind,NeutralSG=0.64; VFD=-2.2; AP=-7.8VTS (bomb_and_spray;long_iron_liability); ->Tier4 vtsfinal=44.2
53,"NIEMANN, JOAQUIN",Joaquin,Niemann,80.0,LIV Golf,deep,high,0.49,66.46039603960396,69.45687264828096,2.996476608677,high,0,0.0,0.0,low,67.50916285264091,Neutral+Venue,"{""neutral"": 0.65, ""venuefit"": 0.35, ""venuehistory"": 0.0}",False,,0.0,long_iron_liability;poor_lag_putting,-5.451478129713426,0.0,0.0,-4.2081447963800915,0.0,-1.243333333333334,0.8494499999999999,74.66280095802344,0.79,False,,0.0,False,ok,,0.0,low,25.0,high,51.15472846350063,51.15472846350063,3,"Mid-tier NeutralSG=0.49, moderate fit VFD=3.0",False,,0.002423132801680764,0.02926402464204174,0.05750331368308514,0.1195563804191129,0.2514270277230192,0.3405815155756887,0.6594184844243113,OTT_Distance,APP_200+,OTT_Distance + OTT_Accuracy; weak APP_200+,NeutralSG=0.49; VFD=3.0; AP=-5.5VTS (long_iron_liability;poor_lag_putting); ->Tier3 vtsfinal=51.2
54,"MITCHELL, KEITH",Keith,Mitchell,100.0,PGA Tour,deep,high,0.56,67.32673267326732,65.18035637704334,-2.146376296223977,high,0,0.0,0.0,low,66.57550096958892,Neutral+Venue,"{""neutral"": 0.65, ""venuefit"": 0.35, ""venuehistory"": 0.0}",False,,0.0,bomb_and_spray;long_iron_liability;weak_tight_runoff;poor_lag_putting,-9.0,-3.8784681714430636,0.0,-4.034389140271492,-2.1830790568654646,-1.2500000000000004,0.6236999999999999,69.80965586789361,0.15,False,,0.0,False,ok,,0.0,low,25.0,high,39.575500969588916,39.575500969588916,4,"Below-avg skill or venue mismatch VFD=-2.1, AP=-9.0",False,,0.0006715531702943387,0.00838412895581684,0.018891847437598735,0.04613483839679118,0.11977577195499937,0.11958800097029247,0.8804119990297076,OTT_Distance,MajorGrind,OTT_Distance + OTT_Accuracy; weak MajorGrind,NeutralSG=0.56; VFD=-2.1; AP=-9.0VTS (bomb_and_spray;long_iron_liability;weak_tight_runoff;poor_lag_putting); ->Tier4 vtsfinal=39.6
55,"TAYLOR, NICK",Nick,Taylor,63.0,PGA Tour,deep,high,0.93,71.9059405940594,75.26142776110807,3.355487167048665,high,0,0.0,0.0,low,73.08036110252644,Neutral+Venue,"{""neutral"": 0.65, ""venuefit"": 0.35, ""venuehistory"": 0.0}",False,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.91635,72.97365435522501,-0.03,False,,0.0,False,ok,,0.0,low,25.0,high,73.08036110252644,73.08036110252644,2,"Strong NeutralSG=0.93, solid Shinnecock fit VFD=3.4",False,,0.014419550459181597,0.24539545770751556,0.3414879312019266,0.47186009264014467,0.6222132003673537,0.7905643254185474,0.20943567458145262,ARG_TightRunoff,MajorGrind,ARG_TightRunoff + ARG_Bunker; weak MajorGrind,NeutralSG=0.93; VFD=3.4; ->Tier2 vtsfinal=73.1
56,"KOEPKA, BROOKS",Brooks,Koepka,110.0,PGA Tour,deep,high,0.46,66.0891089108911,66.22915591348684,0.1400470025957361,high,0,0.0,0.0,low,66.13812536179961,Neutral+Venue,"{""neutral"": 0.65, ""venuefit"": 0.35, ""venuehistory"": 0.0}",False,,0.0,bomb_and_spray;poor_lag_putting,-5.083196381773607,-3.7798630484402738,0.0,0.0,0.0,-1.303333333333334,0.7967000000000001,73.84343879994958,0.73,False,,0.0,False,ok,,0.0,low,25.0,high,50.888536216478784,50.888536216478784,3,"Mid-tier NeutralSG=0.46, moderate fit VFD=0.1",False,,0.00236073963747166,0.02844625497094242,0.05608694602734415,0.11709439380471734,0.24758675930374313,0.33393334085491394,0.6660666591450861,OTT_Distance,MajorGrind,OTT_Distance + OTT_Accuracy; weak MajorGrind,NeutralSG=0.46; VFD=0.1; AP=-5.1VTS (bomb_and_spray;poor_lag_putting); ->Tier3 vtsfinal=50.9
57,"DAY, JASON",Jason,Day,47.0,PGA Tour,deep,high,0.92,71.78217821782178,70.52022887440272,-1.2619493434190616,high,0,0.0,0.0,low,71.3404959476251,Neutral+Venue,"{""neutral"": 0.65, ""venuefit"": 0.35, ""venuehistory"": 0.0}",False,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.5287000000000001,65.52376150258414,-0.86,False,,-0.86,False,ok,,0.0,low,25.0,high,70.4804959476251,70.4804959476251,2,"Strong NeutralSG=0.92, solid Shinnecock fit VFD=-1.3",False,,0.012030759774971655,0.1977716666575772,0.28835681930077256,0.4192779084775636,0.5807693228080175,0.7619660672229328,0.2380339327770672,ARG_TightRunoff,MajorGrind,ARG_TightRunoff + ARG_Bunker; weak MajorGrind,NeutralSG=0.92; VFD=-1.3; ->Tier2 vtsfinal=70.5
58,"MCCARTY, MATT",Matt,McCarty,53.0,PGA Tour,deep,high,0.71,69.18316831683168,68.3633768817224,-0.8197914351092805,high,0,0.0,0.0,low,68.89624131454343,Neutral+Venue,"{""neutral"": 0.65, ""venuefit"": 0.35, ""venuehistory"": 0.0}",False,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.6235499999999999,68.78860456321694,-0.18,False,,0.0,False,ok,,0.0,low,25.0,high,68.89624131454343,68.89624131454343,2,"Strong NeutralSG=0.71, solid Shinnecock fit VFD=-0.8",False,,0.010738062924115816,0.17219390608873858,0.2582306361680313,0.38755441132227403,0.554207292172368,0.7410234564273548,0.2589765435726452,PUTT_LagCtrl,MajorGrind,PUTT_LagCtrl + OTT_Accuracy; weak MajorGrind,NeutralSG=0.71; VFD=-0.8; ->Tier2 vtsfinal=68.9
