rank_model,player_id,player_display,name_key,field_status,r1_tee_time,r1_wave,data_depth_class,baseline_confidence_band,neutral_skill_sg,neutral_skill_index,venue_fit_score,venue_fit_delta,venue_fit_conf_band,comp_course_adjustment,comp_course_trace,venue_history_rounds,venue_history_sg,venue_history_delta,venue_history_conf_band,pre_penalty_vts,blend_class,blend_weights_used,tier_eligibility_gate_status,debut_flag,debut_class,debut_penalty_applied,anti_pattern_flags,anti_pattern_penalty_total,ap_pen_bomb_spray,ap_pen_wedge_liab,ap_pen_poor_birdie,ap_pen_rough_approach,anti_pattern_trigger_trace,anti_pattern_modifier_trace,primary_risk_trait,risk_stressor_active,risk_secondary_discount_applied,risk_discount_trace,form_score_adjusted,recent_form_index,form_vs_baseline,recent_form_gate_applied,recent_form_gate_reason,form_delta_vts,injury_flag,health_gate_status,health_gate_reason,health_delta_vts,player_variance_band,volatility_index,venue_variance_class,variance_adjustment_trace,probability_compression_class,probability_compression_coefficients,probability_compression_trace,vts_final_raw,vts_final,tier,tier_reason,tier_gate_check,win_pct,top3_pct,top5_pct,top10_pct,top20_pct,make_cut_pct,miss_cut_pct,no_cut_note,primary_trait_driver,trait_summary_label,trace_notes
27,27,"Straka, Sepp",STRAKA_SEPP,confirmed,TBD,TBD,deep,high,0.79,42.512077294685994,61.35681522050873,18.844737925822734,high,1.6,"DataGolf course-fit tool; comp courses: Colonial CC, TPC Potomac, Harbour Town; cf_adj_total scaled ×20, capped ±7 VTS pts",22,0.448,-0.35679999999999995,medium,50.30483548402701,Balanced,"{""neutral"": 0.4, ""venuefit"": 0.3, ""venuehistory"": 0.3}",clear,False,,0.0,rough_approach_liab,-1.684771573604061,0.0,0.0,0.0,-1.684771573604061,rough_approach_liab,Standard venue (non-major birdie-fest). AP_TO_VTS=2.0 (vs 3.0 for major). Mild weather — no setup amplification. Weather modifier ×1.0 all patterns.,ARG_Rough,False,0.0,,0.7564112134049998,44.68851299050595,-0.07382150900000006,False,,0.0,False,ok,,0.0,low,25.0,standard,Standard venue variance class. No compression multiplier applied.,standard,"{""win_exponent"": 4.5, ""win_cap"": 0.14, ""top3_center"": 80, ""top5_center"": 76, ""top10_center"": 68, ""top20_center"": 59}","72-player no-cut field. Win exp=4.5, cap=0.14. No cut survival probability generated (not applicable).",46.93529233681889,46.93529233681889,4,"Tier4: Below-avg or mismatch VFD=18.8, AP=-1.7SG; 22CH-rds",ok,0.011603101670545355,0.03181488284254543,0.0466511538599936,0.11752369278185931,0.24825865386259746,not_applicable,not_applicable,Signature event — all 72 players complete 4 rounds (barring WD). make_cut_pct and miss_cut_pct are not_applicable. No cut-survival probability is generated.,APP_Wedge,APP_Wedge+APP_100-150; weak ARG_Rough,NeutralSG=0.79; VFD=18.8; VHD=-0.4(22rds); AP=-1.7SG(rough_approach_liab); →Tier4 VTS=46.9
28,44,"Cole, Eric",COLE_ERIC,confirmed,TBD,TBD,deep,high,0.65,39.1304347826087,48.421447580920706,9.291012798312003,high,-4.0,"DataGolf course-fit tool; comp courses: Colonial CC, TPC Potomac, Harbour Town; cf_adj_total scaled ×20, capped ±7 VTS pts",11,1.02,2.0832,medium,45.80356818731969,Balanced,"{""neutral"": 0.4, ""venuefit"": 0.3, ""venuehistory"": 0.3}",clear,False,,0.0,,0.0,0.0,0.0,0.0,0.0,,Standard venue (non-major birdie-fest). AP_TO_VTS=2.0 (vs 3.0 for major). Mild weather — no setup amplification. Weather modifier ×1.0 all patterns.,OTT_Accuracy,False,0.0,,0.788472509175,47.76100740111387,0.304335185,False,,0.0,False,ok,,0.0,low,25.0,standard,Standard venue variance class. No compression multiplier applied.,standard,"{""win_exponent"": 4.5, ""win_cap"": 0.14, ""top3_center"": 80, ""top5_center"": 76, ""top10_center"": 68, ""top20_center"": 59}","72-player no-cut field. Win exp=4.5, cap=0.14. No cut survival probability generated (not applicable).",45.80356818731969,45.80356818731969,4,"Tier4: Below-avg or mismatch VFD=9.3, AP=0.0SG; 11CH-rds",ok,0.010396164144130525,0.02851845736842446,0.04189167673060296,0.10750215779110847,0.23231633588113443,not_applicable,not_applicable,Signature event — all 72 players complete 4 rounds (barring WD). make_cut_pct and miss_cut_pct are not_applicable. No cut-survival probability is generated.,ARG_Bunker,ARG_Bunker+PUTT_BirdieConv; weak OTT_Accuracy,NeutralSG=0.65; VFD=9.3; VHD=2.1(11rds); →Tier4 VTS=45.8
29,18,"Mccarthy, Denny",MCCARTHY_DENNY,confirmed,TBD,TBD,deep,high,0.53,36.23188405797102,51.938930131988876,15.707046074017853,high,-1.2,"DataGolf course-fit tool; comp courses: Colonial CC, TPC Potomac, Harbour Town; cf_adj_total scaled ×20, capped ±7 VTS pts",25,0.769,0.976,medium,45.36723266278507,Balanced,"{""neutral"": 0.4, ""venuefit"": 0.3, ""venuehistory"": 0.3}",clear,False,,0.0,,0.0,0.0,0.0,0.0,0.0,,Standard venue (non-major birdie-fest). AP_TO_VTS=2.0 (vs 3.0 for major). Mild weather — no setup amplification. Weather modifier ×1.0 all patterns.,OTT_Accuracy,False,0.0,,0.42884714547,35.72194306861288,-0.22231396600000003,False,,0.0,False,ok,,0.0,low,25.0,standard,Standard venue variance class. No compression multiplier applied.,standard,"{""win_exponent"": 4.5, ""win_cap"": 0.14, ""top3_center"": 80, ""top5_center"": 76, ""top10_center"": 68, ""top20_center"": 59}","72-player no-cut field. Win exp=4.5, cap=0.14. No cut survival probability generated (not applicable).",45.36723266278507,45.36723266278507,4,"Tier4: Below-avg or mismatch VFD=15.7, AP=0.0SG; 25CH-rds",ok,0.0099578716559569,0.02733783832381141,0.04018295476151393,0.10383998689772123,0.22635115671067316,not_applicable,not_applicable,Signature event — all 72 players complete 4 rounds (barring WD). make_cut_pct and miss_cut_pct are not_applicable. No cut-survival probability is generated.,PUTT_BirdieConv,PUTT_BirdieConv+PUTT_Lag; weak OTT_Accuracy,NeutralSG=0.53; VFD=15.7; VHD=1.0(25rds); →Tier4 VTS=45.4
30,49,"Hall, Harry",HALL_HARRY,confirmed,TBD,TBD,deep,high,1.08,49.51690821256038,54.00247967063261,4.485571458072229,high,-2.6,"DataGolf course-fit tool; comp courses: Colonial CC, TPC Potomac, Harbour Town; cf_adj_total scaled ×20, capped ±7 VTS pts",8,1.12,2.044,medium,51.620707186213934,Balanced,"{""neutral"": 0.4, ""venuefit"": 0.3, ""venuehistory"": 0.3}",clear,False,,0.0,wedge_liability,-3.1753497668221184,0.0,-3.1753497668221184,0.0,0.0,wedge_liability,Standard venue (non-major birdie-fest). AP_TO_VTS=2.0 (vs 3.0 for major). Mild weather — no setup amplification. Weather modifier ×1.0 all patterns.,OTT_Accuracy,False,0.0,,0.9045563816500001,46.456520981906316,-0.38559037000000007,False,,-0.38559037000000007,False,ok,,0.0,low,25.0,standard,Standard venue variance class. No compression multiplier applied.,standard,"{""win_exponent"": 4.5, ""win_cap"": 0.14, ""top3_center"": 80, ""top5_center"": 76, ""top10_center"": 68, ""top20_center"": 59}","72-player no-cut field. Win exp=4.5, cap=0.14. No cut survival probability generated (not applicable).",44.88441728256969,44.88441728256969,4,"Tier4: Below-avg or mismatch VFD=4.5, AP=-3.2SG; 8CH-rds",ok,0.009489785279207366,0.026086631455611492,0.03836969761199306,0.09991461832225182,0.219870145613715,not_applicable,not_applicable,Signature event — all 72 players complete 4 rounds (barring WD). make_cut_pct and miss_cut_pct are not_applicable. No cut-survival probability is generated.,ARG_Bunker,ARG_Bunker+PUTT_BirdieConv; weak OTT_Accuracy,NeutralSG=1.08; VFD=4.5; VHD=2.0(8rds); AP=-3.2SG(wedge_liability); →Tier4 VTS=44.9
31,59,"Bridgeman, Jacob",BRIDGEMAN_JACOB,confirmed,TBD,TBD,deep,high,0.97,46.85990338164252,57.21212215601447,10.352218774371956,high,-1.0,"DataGolf course-fit tool; comp courses: Colonial CC, TPC Potomac, Harbour Town; cf_adj_total scaled ×20, capped ±7 VTS pts",4,-0.244,-0.092,low,50.94039444542632,Blended,"{""neutral"": 0.5, ""venuefit"": 0.35, ""venuehistory"": 0.15}",clear,False,,0.0,wedge_liability,-3.235043304463691,0.0,-3.235043304463691,0.0,0.0,wedge_liability,Standard venue (non-major birdie-fest). AP_TO_VTS=2.0 (vs 3.0 for major). Mild weather — no setup amplification. Weather modifier ×1.0 all patterns.,PAR5_Scoring,False,0.0,,1.196870118475,58.995468795312725,0.4986156450000001,False,,0.0,False,ok,,0.0,low,25.0,standard,Standard venue variance class. No compression multiplier applied.,standard,"{""win_exponent"": 4.5, ""win_cap"": 0.14, ""top3_center"": 80, ""top5_center"": 76, ""top10_center"": 68, ""top20_center"": 59}","72-player no-cut field. Win exp=4.5, cap=0.14. No cut survival probability generated (not applicable).",44.47030783649894,44.47030783649894,4,"Tier4: Below-avg or mismatch VFD=10.4, AP=-3.2SG; 4CH-rds",ok,0.009102104896833507,0.0250578841491797,0.03687699788412238,0.09665189660538631,0.21441234191062886,not_applicable,not_applicable,Signature event — all 72 players complete 4 rounds (barring WD). make_cut_pct and miss_cut_pct are not_applicable. No cut-survival probability is generated.,PUTT_BirdieConv,PUTT_BirdieConv+PUTT_Lag; weak PAR5_Scoring,NeutralSG=0.97; VFD=10.4; VHD=-0.1(4rds); AP=-3.2SG(wedge_liability); →Tier4 VTS=44.5
32,25,"Kim, Michael",KIM_MICHAEL,confirmed,TBD,TBD,deep,high,0.54,36.473429951690825,49.550039646979435,13.07660969528861,high,-2.0,"DataGolf course-fit tool; comp courses: Colonial CC, TPC Potomac, Harbour Town; cf_adj_total scaled ×20, capped ±7 VTS pts",22,-0.66,-0.07119999999999999,medium,44.43302387477016,Balanced,"{""neutral"": 0.4, ""venuefit"": 0.3, ""venuehistory"": 0.3}",clear,False,,0.0,,0.0,0.0,0.0,0.0,0.0,,Standard venue (non-major birdie-fest). AP_TO_VTS=2.0 (vs 3.0 for major). Mild weather — no setup amplification. Weather modifier ×1.0 all patterns.,OTT_Accuracy,False,0.0,,0.5159717484799999,38.89159540265096,-0.052809344000000036,False,,0.0,False,ok,,0.0,low,25.0,standard,Standard venue variance class. No compression multiplier applied.,standard,"{""win_exponent"": 4.5, ""win_cap"": 0.14, ""top3_center"": 80, ""top5_center"": 76, ""top10_center"": 68, ""top20_center"": 59}","72-player no-cut field. Win exp=4.5, cap=0.14. No cut survival probability generated (not applicable).",44.43302387477016,44.43302387477016,4,"Tier4: Below-avg or mismatch VFD=13.1, AP=0.0SG; 22CH-rds",ok,0.009067814773458312,0.024967219308094934,0.03674536491967909,0.09636278599710589,0.2139255503620731,not_applicable,not_applicable,Signature event — all 72 players complete 4 rounds (barring WD). make_cut_pct and miss_cut_pct are not_applicable. No cut-survival probability is generated.,PUTT_BirdieConv,PUTT_BirdieConv+APP_100-150; weak OTT_Accuracy,NeutralSG=0.54; VFD=13.1; VHD=-0.1(22rds); →Tier4 VTS=44.4
33,26,"Poston, J.T.",POSTON_J.T.,confirmed,TBD,TBD,deep,high,0.79,42.512077294685994,54.19232635709261,11.680249062406617,high,2.0,"DataGolf course-fit tool; comp courses: Colonial CC, TPC Potomac, Harbour Town; cf_adj_total scaled ×20, capped ±7 VTS pts",22,-0.069,-1.5168,medium,47.807488825002174,Balanced,"{""neutral"": 0.4, ""venuefit"": 0.3, ""venuehistory"": 0.3}",clear,False,,0.0,rough_approach_liab,-1.7379018612521153,0.0,0.0,0.0,-1.7379018612521153,rough_approach_liab,Standard venue (non-major birdie-fest). AP_TO_VTS=2.0 (vs 3.0 for major). Mild weather — no setup amplification. Weather modifier ×1.0 all patterns.,ARG_Rough,False,0.0,,0.835648050175,47.6918542988024,0.10032538499999999,False,,0.0,False,ok,,0.0,low,25.0,standard,Standard venue variance class. No compression multiplier applied.,standard,"{""win_exponent"": 4.5, ""win_cap"": 0.14, ""top3_center"": 80, ""top5_center"": 76, ""top10_center"": 68, ""top20_center"": 59}","72-player no-cut field. Win exp=4.5, cap=0.14. No cut survival probability generated (not applicable).",44.33168510249794,44.33168510249794,4,"Tier4: Below-avg or mismatch VFD=11.7, AP=-1.7SG; 22CH-rds",ok,0.008975120824262084,0.02472239731146488,0.03638985252613639,0.09558081900764008,0.21260628522668532,not_applicable,not_applicable,Signature event — all 72 players complete 4 rounds (barring WD). make_cut_pct and miss_cut_pct are not_applicable. No cut-survival probability is generated.,OTT_Accuracy,OTT_Accuracy+OTT_Distance; weak ARG_Rough,NeutralSG=0.79; VFD=11.7; VHD=-1.5(22rds); AP=-1.7SG(rough_approach_liab); →Tier4 VTS=44.3
34,45,"Mcnealy, Maverick",MCNEALY_MAVERICK,confirmed,TBD,TBD,deep,high,1.5,59.66183574879227,54.16739787567636,-5.494437873115913,high,-4.0,"DataGolf course-fit tool; comp courses: Colonial CC, TPC Potomac, Harbour Town; cf_adj_total scaled ×20, capped ±7 VTS pts",10,0.718,0.37920000000000004,medium,55.22871366221982,Balanced,"{""neutral"": 0.4, ""venuefit"": 0.3, ""venuehistory"": 0.3}",clear,False,,0.0,bomb_and_spray;wedge_liability,-5.718616857054647,-2.3465982028241337,-3.372018654230513,0.0,0.0,bomb_and_spray;wedge_liability,Standard venue (non-major birdie-fest). AP_TO_VTS=2.0 (vs 3.0 for major). Mild weather — no setup amplification. Weather modifier ×1.0 all patterns.,APP_Wedge,False,0.0,,1.53905955326,64.93452279149123,0.08584517199999997,False,,0.0,False,ok,,0.0,low,25.0,standard,Standard venue variance class. No compression multiplier applied.,standard,"{""win_exponent"": 4.5, ""win_cap"": 0.14, ""top3_center"": 80, ""top5_center"": 76, ""top10_center"": 68, ""top20_center"": 59}","72-player no-cut field. Win exp=4.5, cap=0.14. No cut survival probability generated (not applicable).",43.79147994811052,43.79147994811052,4,"Tier4: Below-avg or mismatch VFD=-5.5, AP=-5.7SG; 10CH-rds",ok,0.008493359888476416,0.023456195822367024,0.03454966934200026,0.09150615694623555,0.20566885838874657,not_applicable,not_applicable,Signature event — all 72 players complete 4 rounds (barring WD). make_cut_pct and miss_cut_pct are not_applicable. No cut-survival probability is generated.,PUTT_BirdieConv,PUTT_BirdieConv+ARG_Rough; weak APP_Wedge,NeutralSG=1.50; VFD=-5.5; VHD=0.4(10rds); AP=-5.7SG(bomb_and_spray;wedge_liability); →Tier4 VTS=43.8
35,69,"Meissner, Mac",MEISSNER_MAC,confirmed,TBD,TBD,deep,high,0.74,41.30434782608695,47.301905384713635,5.997557558626681,high,-2.4,"DataGolf course-fit tool; comp courses: Colonial CC, TPC Potomac, Harbour Town; cf_adj_total scaled ×20, capped ±7 VTS pts",0,,0.0,none,43.70337084953763,Neutral+Venue,"{""neutral"": 0.6, ""venuefit"": 0.4, ""venuehistory"": 0.0}",clear,False,,0.0,,0.0,0.0,0.0,0.0,0.0,,Standard venue (non-major birdie-fest). AP_TO_VTS=2.0 (vs 3.0 for major). Mild weather — no setup amplification. Weather modifier ×1.0 all patterns.,PUTT_Lag,False,0.0,,0.72724967514,44.24650166070973,-0.02802269199999996,False,,0.0,False,ok,,0.0,low,25.0,standard,Standard venue variance class. No compression multiplier applied.,standard,"{""win_exponent"": 4.5, ""win_cap"": 0.14, ""top3_center"": 80, ""top5_center"": 76, ""top10_center"": 68, ""top20_center"": 59}","72-player no-cut field. Win exp=4.5, cap=0.14. No cut survival probability generated (not applicable).",43.70337084953763,43.70337084953763,4,"Tier4: Below-avg or mismatch VFD=6.0, AP=0.0SG; 0CH-rds",ok,0.008416730759923228,0.023255750053370314,0.034258128968135286,0.0908563626461456,0.20455258297664905,not_applicable,not_applicable,Signature event — all 72 players complete 4 rounds (barring WD). make_cut_pct and miss_cut_pct are not_applicable. No cut-survival probability is generated.,ARG_Bunker,ARG_Bunker+ARG_Rough; weak PUTT_Lag,NeutralSG=0.74; VFD=6.0; VHD=0.0(0rds); →Tier4 VTS=43.7
36,30,"Spieth, Jordan",SPIETH_JORDAN,confirmed,TBD,TBD,deep,high,0.91,45.410628019323674,50.40315555338527,4.992527534061594,high,-1.4,"DataGolf course-fit tool; comp courses: Colonial CC, TPC Potomac, Harbour Town; cf_adj_total scaled ×20, capped ±7 VTS pts",20,0.238,-2.2960000000000003,medium,47.59639787374505,Balanced,"{""neutral"": 0.4, ""venuefit"": 0.3, ""venuehistory"": 0.3}",clear,False,,0.0,bomb_and_spray,-2.3966623876765087,-2.3966623876765087,0.0,0.0,0.0,bomb_and_spray,Standard venue (non-major birdie-fest). AP_TO_VTS=2.0 (vs 3.0 for major). Mild weather — no setup amplification. Weather modifier ×1.0 all patterns.,ARG_Bunker,False,0.0,,1.000493509015,52.3481083355674,0.19888683299999987,False,,0.0,False,ok,,0.0,low,25.0,standard,Standard venue variance class. No compression multiplier applied.,standard,"{""win_exponent"": 4.5, ""win_cap"": 0.14, ""top3_center"": 80, ""top5_center"": 76, ""top10_center"": 68, ""top20_center"": 59}","72-player no-cut field. Win exp=4.5, cap=0.14. No cut survival probability generated (not applicable).",42.803073098392034,42.803073098392034,4,"Tier4: Below-avg or mismatch VFD=5.0, AP=-2.4SG; 20CH-rds",ok,0.0076641413167132825,0.02130091045570268,0.03141158252574277,0.08444844408019411,0.19339240804995708,not_applicable,not_applicable,Signature event — all 72 players complete 4 rounds (barring WD). make_cut_pct and miss_cut_pct are not_applicable. No cut-survival probability is generated.,OTT_Distance,OTT_Distance+ARG_Rough; weak ARG_Bunker,NeutralSG=0.91; VFD=5.0; VHD=-2.3(20rds); AP=-2.4SG(bomb_and_spray); →Tier4 VTS=42.8
37,54,"Smalley, Alex",SMALLEY_ALEX,confirmed,TBD,TBD,deep,high,0.66,39.371980676328505,50.66684799109665,11.294867314768148,high,-0.0,"DataGolf course-fit tool; comp courses: Colonial CC, TPC Potomac, Harbour Town; cf_adj_total scaled ×20, capped ±7 VTS pts",6,1.09,1.5088,medium,46.4014866678604,Balanced,"{""neutral"": 0.4, ""venuefit"": 0.3, ""venuehistory"": 0.3}",clear,False,,0.0,rough_approach_liab,-1.8742808798646362,0.0,0.0,0.0,-1.8742808798646362,rough_approach_liab,Standard venue (non-major birdie-fest). AP_TO_VTS=2.0 (vs 3.0 for major). Mild weather — no setup amplification. Weather modifier ×1.0 all patterns.,ARG_Rough,False,0.0,,0.85646855956,50.205623570049305,0.4317990319999999,False,,0.0,False,ok,,0.0,low,25.0,standard,Standard venue variance class. No compression multiplier applied.,standard,"{""win_exponent"": 4.5, ""win_cap"": 0.14, ""top3_center"": 80, ""top5_center"": 76, ""top10_center"": 68, ""top20_center"": 59}","72-player no-cut field. Win exp=4.5, cap=0.14. No cut survival probability generated (not applicable).",42.652924908131126,42.652924908131126,4,"Tier4: Below-avg or mismatch VFD=11.3, AP=-1.9SG; 6CH-rds",ok,0.007543899719050054,0.02099087397653895,0.03095956940214311,0.08342000300884357,0.19157482083558028,not_applicable,not_applicable,Signature event — all 72 players complete 4 rounds (barring WD). make_cut_pct and miss_cut_pct are not_applicable. No cut-survival probability is generated.,OTT_Distance,OTT_Distance+OTT_Accuracy; weak ARG_Rough,NeutralSG=0.66; VFD=11.3; VHD=1.5(6rds); AP=-1.9SG(rough_approach_liab); →Tier4 VTS=42.7
38,2,"Bradley, Keegan",BRADLEY_KEEGAN,confirmed,TBD,TBD,deep,high,1.02,48.06763285024155,49.65067461215136,1.5830417619098114,high,-1.0,"DataGolf course-fit tool; comp courses: Colonial CC, TPC Potomac, Harbour Town; cf_adj_total scaled ×20, capped ±7 VTS pts",56,1.364,1.4664,medium,49.56217552374203,Balanced,"{""neutral"": 0.4, ""venuefit"": 0.3, ""venuehistory"": 0.3}",clear,False,,0.0,wedge_liability,-3.4903397734843433,0.0,-3.4903397734843433,0.0,0.0,wedge_liability,Standard venue (non-major birdie-fest). AP_TO_VTS=2.0 (vs 3.0 for major). Mild weather — no setup amplification. Weather modifier ×1.0 all patterns.,PUTT_Lag,False,0.0,,0.927465162605,48.120810736706574,-0.20337326899999997,False,,0.0,False,ok,,0.0,low,25.0,standard,Standard venue variance class. No compression multiplier applied.,standard,"{""win_exponent"": 4.5, ""win_cap"": 0.14, ""top3_center"": 80, ""top5_center"": 76, ""top10_center"": 68, ""top20_center"": 59}","72-player no-cut field. Win exp=4.5, cap=0.14. No cut survival probability generated (not applicable).",42.58149597677334,42.58149597677334,4,"Tier4: Below-avg or mismatch VFD=1.6, AP=-3.5SG; 56CH-rds",ok,0.007487215665024828,0.02084493291132917,0.030746744351865966,0.08293470790384058,0.1907145387892812,not_applicable,not_applicable,Signature event — all 72 players complete 4 rounds (barring WD). make_cut_pct and miss_cut_pct are not_applicable. No cut-survival probability is generated.,ARG_Bunker,ARG_Bunker+ARG_Rough; weak PUTT_Lag,NeutralSG=1.02; VFD=1.6; VHD=1.5(56rds); AP=-3.5SG(wedge_liability); →Tier4 VTS=42.6
39,35,"Scott, Adam",SCOTT_ADAM,confirmed,TBD,TBD,deep,high,1.04,48.55072463768116,56.84979978256517,8.299075144884014,high,-1.2,"DataGolf course-fit tool; comp courses: Colonial CC, TPC Potomac, Harbour Town; cf_adj_total scaled ×20, capped ±7 VTS pts",18,1.05,0.8679999999999999,medium,51.73562978984202,Balanced,"{""neutral"": 0.4, ""venuefit"": 0.3, ""venuehistory"": 0.3}",clear,False,,0.0,bomb_and_spray;poor_birdie_conv,-5.122929236695205,-2.5121951219512195,0.0,-2.6107341147439858,0.0,bomb_and_spray;poor_birdie_conv,Standard venue (non-major birdie-fest). AP_TO_VTS=2.0 (vs 3.0 for major). Mild weather — no setup amplification. Weather modifier ×1.0 all patterns.,PUTT_Lag,False,0.0,,1.2193302875,58.91815237432859,0.3941325,False,,0.0,False,ok,,0.0,low,25.0,standard,Standard venue variance class. No compression multiplier applied.,standard,"{""win_exponent"": 4.5, ""win_cap"": 0.14, ""top3_center"": 80, ""top5_center"": 76, ""top10_center"": 68, ""top20_center"": 59}","72-player no-cut field. Win exp=4.5, cap=0.14. No cut survival probability generated (not applicable).",41.48977131645161,41.48977131645161,4,"Tier4: Below-avg or mismatch VFD=8.3, AP=-5.1SG; 18CH-rds",ok,0.006661329403960457,0.018733937389105466,0.027664532886362544,0.07582737830532574,0.17791766328749425,not_applicable,not_applicable,Signature event — all 72 players complete 4 rounds (barring WD). make_cut_pct and miss_cut_pct are not_applicable. No cut-survival probability is generated.,APP_Wedge,APP_Wedge+APP_150-200; weak PUTT_Lag,NeutralSG=1.04; VFD=8.3; VHD=0.9(18rds); AP=-5.1SG(bomb_and_spray;poor_birdie_conv); →Tier4 VTS=41.5
40,60,"Knapp, Jake",KNAPP_JAKE,confirmed,TBD,TBD,medium,medium,1.4575,58.635265700483096,59.63416029854891,0.9988945980658173,medium,-4.2,"DataGolf course-fit tool; comp courses: Colonial CC, TPC Potomac, Harbour Town; cf_adj_total scaled ×20, capped ±7 VTS pts",4,-0.383,-0.068,low,57.67938895473367,Blended,"{""neutral"": 0.5, ""venuefit"": 0.35, ""venuehistory"": 0.15}",clear,False,,0.0,bomb_and_spray;wedge_liability;rough_approach_liab,-8.262224064179518,-3.201540436456996,-3.318720852764823,0.0,-1.7419627749576991,bomb_and_spray;wedge_liability;rough_approach_liab,Standard venue (non-major birdie-fest). AP_TO_VTS=2.0 (vs 3.0 for major). Mild weather — no setup amplification. Weather modifier ×1.0 all patterns.,ARG_Bunker,False,0.0,,1.63106906671,68.98580357890262,0.26254888900000006,False,,0.0,False,ok,,0.0,medium,50.0,standard,Standard venue variance class. No compression multiplier applied.,standard,"{""win_exponent"": 4.5, ""win_cap"": 0.14, ""top3_center"": 80, ""top5_center"": 76, ""top10_center"": 68, ""top20_center"": 59}","72-player no-cut field. Win exp=4.5, cap=0.14. No cut survival probability generated (not applicable).",41.15494082637463,41.15494082637463,4,"Tier4: Below-avg or mismatch VFD=1.0, AP=-8.3SG; 4CH-rds",ok,0.006936635877930524,0.020143866321923696,0.029756314014352796,0.0819565625084702,0.19347216880983437,not_applicable,not_applicable,Signature event — all 72 players complete 4 rounds (barring WD). make_cut_pct and miss_cut_pct are not_applicable. No cut-survival probability is generated.,OTT_Distance,OTT_Distance+PUTT_Lag; weak ARG_Bunker,NeutralSG=1.46; VFD=1.0; VHD=-0.1(4rds); AP=-8.3SG(bomb_and_spray;wedge_liability;rough_approach_liab); →Tier4 VTS=41.2
41,9,"Snedeker, Brandt",SNEDEKER_BRANDT,confirmed,TBD,TBD,deep,high,-0.02,22.946859903381643,56.06704260799944,33.1201827046178,high,5.2,"DataGolf course-fit tool; comp courses: Colonial CC, TPC Potomac, Harbour Town; cf_adj_total scaled ×20, capped ±7 VTS pts",36,0.609,0.34240000000000004,medium,41.10157674375249,Balanced,"{""neutral"": 0.4, ""venuefit"": 0.3, ""venuehistory"": 0.3}",clear,False,,0.0,,0.0,0.0,0.0,0.0,0.0,,Standard venue (non-major birdie-fest). AP_TO_VTS=2.0 (vs 3.0 for major). Mild weather — no setup amplification. Weather modifier ×1.0 all patterns.,OTT_Distance,False,0.0,,0.07917894986999999,29.76474243519977,0.217975714,False,,0.0,False,ok,,0.0,low,25.0,standard,Standard venue variance class. No compression multiplier applied.,standard,"{""win_exponent"": 4.5, ""win_cap"": 0.14, ""top3_center"": 80, ""top5_center"": 76, ""top10_center"": 68, ""top20_center"": 59}","72-player no-cut field. Win exp=4.5, cap=0.14. No cut survival probability generated (not applicable).",41.10157674375249,41.10157674375249,4,"Tier4: Below-avg or mismatch VFD=33.1, AP=0.0SG; 36CH-rds",ok,0.006385418955834016,0.018034924581597844,0.02664236992261704,0.07343633570765092,0.17352619466493072,not_applicable,not_applicable,Signature event — all 72 players complete 4 rounds (barring WD). make_cut_pct and miss_cut_pct are not_applicable. No cut-survival probability is generated.,ARG_Bunker,ARG_Bunker+ARG_Rough; weak OTT_Distance,NeutralSG=-0.02; VFD=33.1; VHD=0.3(36rds); →Tier4 VTS=41.1
42,55,"Kitayama, Kurt",KITAYAMA_KURT,confirmed,TBD,TBD,deep,high,1.24,53.3816425120773,61.565265808037786,8.183623295960487,high,-0.6,"DataGolf course-fit tool; comp courses: Colonial CC, TPC Potomac, Harbour Town; cf_adj_total scaled ×20, capped ±7 VTS pts",6,0.692,0.7064,medium,55.03415674724226,Balanced,"{""neutral"": 0.4, ""venuefit"": 0.3, ""venuehistory"": 0.3}",clear,False,,0.0,bomb_and_spray;poor_birdie_conv;rough_approach_liab,-7.035673168074029,-2.816431322207959,0.0,-2.305367057371993,-1.913874788494078,bomb_and_spray;poor_birdie_conv;rough_approach_liab,Standard venue (non-major birdie-fest). AP_TO_VTS=2.0 (vs 3.0 for major). Mild weather — no setup amplification. Weather modifier ×1.0 all patterns.,ARG_Bunker,False,0.0,,1.205483859705,55.7400921385222,-0.07585964900000008,False,,0.0,False,ok,,0.0,low,25.0,standard,Standard venue variance class. No compression multiplier applied.,standard,"{""win_exponent"": 4.5, ""win_cap"": 0.14, ""top3_center"": 80, ""top5_center"": 76, ""top10_center"": 68, ""top20_center"": 59}","72-player no-cut field. Win exp=4.5, cap=0.14. No cut survival probability generated (not applicable).",40.962810411094196,40.962810411094196,4,"Tier4: Below-avg or mismatch VFD=8.2, AP=-7.0SG; 6CH-rds",ok,0.006288978060632154,0.01779130203471273,0.026285940135014743,0.07259841613640727,0.17197654468506676,not_applicable,not_applicable,Signature event — all 72 players complete 4 rounds (barring WD). make_cut_pct and miss_cut_pct are not_applicable. No cut-survival probability is generated.,OTT_Distance,OTT_Distance+APP_150-200; weak ARG_Bunker,NeutralSG=1.24; VFD=8.2; VHD=0.7(6rds); AP=-7.0SG(bomb_and_spray;poor_birdie_conv;rough_approach_liab); →Tier4 VTS=41.0
