playerid,firstname,lastname,playername,worldrank,main_tour,datadepthclass,baselineconfidenceband,truesg_total_12m,truesg_ott_12m,truesg_app_12m,truesg_arg_12m,truesg_putt_12m,truesg_sample_events,truesg_sample_rounds,wins_12m,win_rate_12m,driving_distance_delta,driving_accuracy_delta,neutralskillsg,neutralskillindex,trait_ott_distance,trait_ott_accuracy,trait_ott_total,trait_app_total,trait_app_150_200,trait_app_200_plus,trait_app_short,trait_app_flight_control,trait_arg_total,trait_arg_tight_runoff,trait_arg_bunker,trait_putt_total,trait_putt_distance_control,trait_putt_short_conversion,trait_wind_tolerance,trait_major_grind,coursefit_adj_total,coursefit_adj_ott,coursefit_adj_app,coursefit_adj_arg,coursefit_adj_putt,shotdist_approach_100_150,shotdist_approach_150_175,shotdist_approach_175_200,shotdist_approach_200_225,shotdist_approach_225_plus,shotdist_par3_175_200,shotdist_par3_200_plus,venuefitscore,venuefitdelta,venuefitconfidenceband,venue_history_rounds,venue_history_sg_total,venue_history_sg_ott,venue_history_sg_app,venue_history_sg_arg,venue_history_sg_putt,venuehistorydelta,venuehistoryconfidenceband,last20rds_sg,last20_vs_baseline,formscore_raw,recentformindex,form_vs_neutralskill,formscore_adjusted,recentformgateapplied,recentformgate_reason,debutflag,debutclass,injuryflag,healthgatestatus,healthgatereason,antipattern_bomb_and_spray_flag,antipattern_short_and_wild_flag,antipattern_long_iron_liability_flag,antipattern_weak_tight_runoff_flag,antipattern_poor_lag_putting_flag,primary_trait_driver,primary_risk_trait,trait_summary_label
30,Min Woo,Lee,"LEE, MIN WOO",35.0,PGA Tour,deep,high,1.12,0.83,-0.07,0.41,0.22,24,86,0.0,0.0,12.8,0.8,1.12,74.25742574257426,79.6601572406797,75.5045997528491,75.76197387518143,34.76070528967254,41.754670999187674,27.828054298642524,33.0749354005168,34.00605449041373,92.33870967741936,86.96255201109571,75.83333333333336,69.70588235294119,59.69696969696976,66.76470588235293,66.30434782608697,25.773195876288664,0.01,-0.04,0.01,0.04,0.665,1.3,5.3,8.0,3.3,3.3,8.0,3.3,68.98230476116181,-5.275120981412442,high,0,0.0,0.0,0.0,0.0,0.0,0.0,low,0.58,-0.54,0.742,70.8685238875583,-0.54,0.8743000000000001,False,,False,,False,ok,,False,False,True,False,False,ARG_TightRunoff,MajorGrind,ARG_TightRunoff + OTT_Distance; weak MajorGrind
31,Justin,Rose,"ROSE, JUSTIN",7.0,PGA Tour,deep,high,1.44,1.22,0.81,0.13,0.18,21,75,2.0,0.1,3.3,1.2,1.44,78.21782178217822,82.1962972356074,81.02430317176987,81.42235123367199,56.92695214105793,58.32656376929325,61.31221719457016,55.81395348837209,56.40766902119072,81.04838709677419,72.5381414701803,64.16666666666667,68.52941176470588,64.54545454545455,65.58823529411762,79.33370976849237,61.512027491408936,0.04,0.02,0.03,0.01,0.675,1.3,5.0,7.9,3.7,3.7,7.9,3.7,80.33965984504069,2.121838062862466,high,0,0.0,0.0,0.0,0.0,0.0,0.0,low,1.02,-0.42,1.146,75.96117483927895,-0.42,1.2489,False,,False,,False,ok,,False,False,False,False,False,OTT_Distance,APP_FlightCtrl,OTT_Distance + OTT_Accuracy; weak APP_FlightCtrl
32,Patrick,Reed,"REED, PATRICK",27.0,DP World Tour,deep,high,0.97,1.13,0.64,0.24,0.17,26,91,3.0,0.12,-2.9,0.3,0.97,72.4009900990099,79.48262744103475,79.41782232596456,80.11611030478954,52.64483627204031,52.55889520714867,64.25339366515837,54.00516795865633,51.66498486377397,85.48387096774194,74.34119278779474,68.75000000000003,68.23529411764706,58.18181818181822,65.29411764705881,76.34105025409373,66.36597938144331,0.08,0.02,0.03,0.03,0.665,1.4,4.9,7.9,3.9,3.9,7.9,3.9,79.6706526596638,7.269662560653899,high,0,0.0,0.0,0.0,0.0,0.0,0.0,low,1.75,0.77,1.5159999999999998,80.62523635446868,0.77,1.3249,False,,False,,False,ok,,False,False,False,False,False,OTT_Distance,APP_FlightCtrl,OTT_Distance + OTT_Accuracy; weak APP_FlightCtrl
33,Hideki,Matsuyama,"MATSUYAMA, HIDEKI",24.0,PGA Tour,deep,high,1.32,1.15,0.78,0.5,0.16,27,108,1.0,0.04,-1.5,-0.4,1.32,76.73267326732673,80.09130103981741,79.40409172044487,80.40638606676342,56.17128463476071,57.59545085296507,60.633484162895925,57.62273901808784,54.84359233097882,95.96774193548386,85.15950069348128,83.74999999999999,67.94117647058823,54.848484848484844,62.05882352941175,77.44212309429702,40.37800687285224,0.05,-0.01,0.02,0.04,0.66,1.4,5.0,7.9,3.7,3.7,7.9,3.7,80.4428518684139,3.710178601087165,high,0,0.0,0.0,0.0,0.0,0.0,0.0,low,0.24,-1.08,0.5640000000000001,68.62473213160217,-1.08,0.8286,True,Last20 vs baseline = -1.08 SG (threshold -1.0),False,,False,ok,,False,True,False,False,True,ARG_TightRunoff,MajorGrind,ARG_TightRunoff + ARG_Bunker; weak MajorGrind
34,Alex,Fitzpatrick,"FITZPATRICK, ALEX",69.0,PGA Tour,deep,high,0.43,0.38,0.15,0.12,0.09,31,108,2.0,0.06,-3.6,4.7,0.43,65.7178217821782,69.79457266041086,70.93230811478786,69.23076923076923,40.302267002518896,40.61738424045493,49.77375565610859,38.75968992248062,41.52371342078709,80.64516129032259,72.12205270457697,63.750000000000014,65.88235294117646,61.81818181818183,62.941176470588225,66.48785996612084,43.427835051546396,0.08,0.04,0.02,0.02,0.675,1.3,4.9,8.0,3.8,3.8,8.0,3.8,69.72057307135991,4.0027512891817025,high,0,0.0,0.0,0.0,0.0,0.0,0.0,low,1.95,1.52,1.494,80.34791377788983,1.52,1.1216000000000002,False,,False,,False,ok,,False,False,False,False,False,ARG_TightRunoff,APP_150-200,ARG_TightRunoff + OTT_Accuracy; weak APP_150-200
35,Alex,Smalley,"SMALLEY, ALEX",42.0,PGA Tour,deep,high,0.73,0.47,0.33,-0.07,0.18,27,92,0.0,0.0,3.4,1.7,0.73,69.43069306930693,72.71113365457774,70.93230811478786,70.53701015965167,44.83627204030227,46.628757108042244,50.452488687782825,43.4108527131783,44.55095862764884,72.98387096774192,64.21636615811373,60.0,68.52941176470588,64.54545454545455,68.52941176470586,67.37718802936195,24.0979381443299,0.05,0.0,0.02,0.02,0.675,1.3,5.0,7.9,3.7,3.7,7.9,3.7,69.30831630451861,-0.12237676478831361,high,0,0.0,0.0,0.0,0.0,0.0,0.0,low,1.54,0.8,1.297,77.86461616034288,0.8,1.09855,False,,False,,False,ok,,False,False,False,True,False,OTT_Distance,MajorGrind,OTT_Distance + OTT_Accuracy; weak MajorGrind
36,Kristoffer,Reitan,"REITAN, KRISTOFFER",26.0,PGA Tour,deep,high,0.93,0.59,0.1,-0.16,0.29,30,111,2.0,0.07,8.3,0.4,0.93,71.9059405940594,75.47552624904895,72.04448716188384,72.27866473149491,39.042821158690174,44.27294882209586,38.461538461538474,37.46770025839793,38.092835519677095,69.35483870967741,63.24549237170597,52.083333333333336,71.76470588235294,70.90909090909089,71.76470588235291,65.47148503670243,49.012027491408936,0.01,-0.01,0.02,0.01,0.68,1.3,5.2,8.0,3.5,3.5,8.0,3.5,67.78850563913781,-4.117434954921592,high,0,0.0,0.0,0.0,0.0,0.0,0.0,low,1.95,1.03,1.6440000000000001,82.23874952729106,1.03,1.3941000000000003,False,,False,,False,ok,,False,False,True,True,False,OTT_Distance,APP_FlightCtrl,OTT_Distance + OTT_Accuracy; weak APP_FlightCtrl
37,Tyrrell,Hatton,"HATTON, TYRRELL",21.0,LIV Golf,deep,high,0.96,0.93,0.63,0.07,-0.05,25,89,1.0,0.04,4.6,-3.2,0.96,72.27722772277228,78.84859244230282,75.22998764245503,77.2133526850508,52.392947103274565,55.564581640942336,53.84615384615385,51.162790697674424,49.6468213925328,78.62903225806451,70.04160887656033,61.66666666666667,61.76470588235294,54.545454545454554,58.823529411764696,72.12027103331452,38.83161512027492,0.02,-0.02,0.03,0.02,0.67,1.3,5.1,7.9,3.6,3.6,7.9,3.6,73.08186318523624,0.8046354624639633,high,0,0.0,0.0,0.0,0.0,0.0,0.0,low,2.03,1.07,1.7089999999999999,83.05811168536493,1.07,1.44685,False,,False,,False,ok,,True,False,False,False,True,OTT_Distance,MajorGrind,OTT_Distance + OTT_Accuracy; weak MajorGrind
38,Bud,Cauley,"CAULEY, BUD",40.0,PGA Tour,deep,high,0.67,0.78,0.39,0.23,-0.06,25,89,1.0,0.04,-1.8,3.0,0.67,68.68811881188118,75.32335784935329,75.72428944116436,75.03628447024674,46.34760705289672,46.46628757108042,55.20361990950226,44.961240310077514,46.7204843592331,85.08064516129032,76.69902912621359,68.33333333333334,61.47058823529411,54.242424242424256,58.529411764705884,71.85206098249577,37.585910652920965,0.07,0.02,0.02,0.02,0.67,1.3,4.9,7.9,3.8,3.8,7.9,3.8,73.29214192800788,4.604023116126697,high,0,0.0,0.0,0.0,0.0,0.0,0.0,low,1.65,0.98,1.3559999999999999,78.60834488844068,0.98,1.1159,False,,False,,False,ok,,False,False,False,False,True,ARG_TightRunoff,MajorGrind,ARG_TightRunoff + OTT_Accuracy; weak MajorGrind
39,Keegan,Bradley,"BRADLEY, KEEGAN",39.0,PGA Tour,deep,high,1.06,0.84,0.08,0.46,0.23,23,82,1.0,0.04,5.5,-0.1,1.06,73.51485148514851,77.93558204412884,75.27117945901414,75.90711175616835,38.539042821158695,42.16084484159221,41.40271493212671,36.95090439276486,37.33602421796166,94.35483870967741,86.26907073509015,82.08333333333333,70.0,60.00000000000006,67.05882352941175,67.54658385093168,39.26116838487973,0.03,-0.01,0.01,0.03,0.665,1.3,5.1,7.9,3.6,3.6,7.9,3.6,72.64139759322468,-0.8734538919238304,high,0,0.0,0.0,0.0,0.0,0.0,0.0,low,0.88,-0.19,0.9339999999999999,73.28879364679189,-0.19,0.9781,False,,False,,False,ok,,False,False,False,False,False,ARG_TightRunoff,APP_FlightCtrl,ARG_TightRunoff + ARG_Bunker; weak APP_FlightCtrl
40,Jordan,Spieth,"SPIETH, JORDAN",51.0,PGA Tour,deep,high,1.03,0.81,0.36,0.17,0.22,20,76,0.0,0.0,6.9,-1.6,1.03,73.14356435643565,77.91022064417957,74.2413840450364,75.47169811320754,45.591939546599505,48.98456539398864,44.343891402714945,44.186046511627914,43.64278506559031,82.66129032258064,76.97642163661581,70.0,69.70588235294119,62.727272727272776,66.76470588235293,69.08526256352344,25.386597938144334,0.03,-0.02,0.01,0.03,0.67,1.3,5.1,7.9,3.5,3.5,7.9,3.5,71.9502769465221,-1.1932874099135518,high,0,0.0,0.0,0.0,0.0,0.0,0.0,low,1.03,0.0,1.03,74.49892852640868,0.0,1.03,False,,False,,False,ok,,True,False,False,False,False,OTT_Distance,MajorGrind,OTT_Distance + ARG_TightRunoff; weak MajorGrind
41,Nicolai,Hojgaard,"HOJGAARD, NICOLAI",33.0,PGA Tour,deep,high,1.14,1.02,0.57,0.02,0.09,28,100,0.0,0.0,17.9,-4.2,1.14,74.5049504950495,83.36292163327417,76.05382397363724,78.51959361393325,50.88161209068011,60.60113728675874,35.520361990950235,49.6124031007752,47.62865792129163,76.61290322580645,67.96116504854369,59.58333333333334,65.88235294117646,61.81818181818183,62.941176470588225,71.59796725014117,25.859106529209626,-0.05,-0.08,0.03,0.01,0.675,1.3,5.5,7.9,3.1,3.1,7.9,3.1,70.33564137856166,-4.169309116487838,high,0,0.0,0.0,0.0,0.0,0.0,0.0,low,0.86,-0.28,0.944,73.41484936341864,-0.28,1.0126,False,,False,,False,ok,,True,False,True,False,False,OTT_Distance,MajorGrind,OTT_Distance + OTT_Accuracy; weak MajorGrind
42,David,Puig,"PUIG, DAVID",57.0,LIV Golf,deep,high,0.9,0.47,-0.19,0.0,0.66,27,95,1.0,0.04,16.4,-4.0,0.9,71.53465346534654,76.00811564798377,68.58437457091857,70.53701015965167,31.738035264483628,40.45491470349311,18.32579185520362,29.97416020671835,28.557013118062567,75.80645161290323,72.67683772538142,62.916666666666664,82.64705882352942,79.09090909090911,82.64705882352936,58.76623376623375,38.573883161512036,-0.04,-0.07,-0.0,0.04,0.675,1.3,5.4,7.9,3.1,3.1,7.9,3.1,64.63381992536168,-6.900833539984859,high,0,0.0,0.0,0.0,0.0,0.0,0.0,low,1.2,0.3,1.1099999999999999,75.50737425942266,0.3,1.0365,False,,False,,False,ok,,True,False,True,False,False,PUTT_LagCtrl,APP_200+,PUTT_LagCtrl + OTT_Distance; weak APP_200+
43,Aaron,Rai,"RAI, AARON",14.0,PGA Tour,deep,high,0.97,1.21,0.72,0.21,-0.24,24,88,2.0,0.08,-11.7,12.7,0.97,72.4009900990099,78.26528024346945,85.62405602087053,81.27721335268505,54.65994962216625,49.6344435418359,79.63800904977371,50.904392764857874,59.93945509586277,84.27419354838709,75.86685159500692,67.5,56.1764705882353,51.81818181818183,53.23529411764704,85.09316770186335,52.62027491408935,0.16,0.13,0.03,0.0,0.675,1.2,4.6,8.0,4.3,4.3,8.0,4.3,82.7019108660068,10.300920766996896,high,0,0.0,0.0,0.0,0.0,0.0,0.0,low,1.57,0.6,1.39,79.03693432497163,0.6,1.2429999999999999,False,,False,,False,ok,,False,False,False,False,True,OTT_Accuracy,APP_150-200,OTT_Accuracy + WindTolerance; weak APP_150-200
44,Akshay,Bhatia,"BHATIA, AKSHAY",29.0,PGA Tour,deep,high,1.07,0.78,0.68,0.09,0.4,27,90,1.0,0.04,0.8,-2.2,1.07,73.63861386138613,75.9827542480345,73.58231498009063,75.03628447024674,53.65239294710328,55.15840779853778,58.371040723981906,55.03875968992248,51.41271442986882,79.43548387096774,70.87378640776699,66.66666666666666,75.0,68.18181818181822,74.99999999999996,71.78147939017504,39.30412371134021,0.04,-0.02,0.01,0.04,0.67,1.4,5.0,7.9,3.7,3.7,7.9,3.7,76.25056780172942,2.611953940343284,high,0,0.0,0.0,0.0,0.0,0.0,0.0,low,0.69,-0.39,0.8039999999999999,71.65006933064416,-0.39,0.8971,False,,False,,False,ok,,False,False,False,False,False,OTT_Distance,MajorGrind,OTT_Distance + OTT_Accuracy; weak MajorGrind
45,Jacob,Bridgeman,"BRIDGEMAN, JACOB",25.0,PGA Tour,deep,high,0.95,0.51,0.25,0.13,0.52,28,102,1.0,0.04,1.9,1.0,0.95,72.15346534653465,72.83794065432411,71.19318961966222,71.11756168359942,42.821158690176325,44.679122664500404,48.6425339366516,41.343669250645995,42.179616548940466,81.04838709677419,72.5381414701803,68.33333333333333,78.52941176470588,74.84848484848486,78.52941176470587,66.58667419536984,38.78865979381444,0.06,0.0,0.02,0.04,0.675,1.3,5.0,7.9,3.7,3.7,7.9,3.7,72.67513184446469,0.5216664979300418,high,0,0.0,0.0,0.0,0.0,0.0,0.0,low,0.39,-0.56,0.5579999999999999,68.54909870162612,-0.56,0.6951999999999999,False,,False,,False,ok,,False,False,False,False,False,PUTT_LagCtrl,MajorGrind,PUTT_LagCtrl + OTT_Distance; weak MajorGrind
46,J.T.,Poston,"POSTON, J.T.",38.0,PGA Tour,deep,high,0.76,0.58,0.3,-0.01,0.12,23,80,1.0,0.04,-5.4,4.9,0.76,69.80198019801979,71.87420745625158,73.76081285184677,72.13352685050798,44.08060453400504,42.64825345247767,56.56108597285068,42.63565891472869,45.408678102926345,75.40322580645162,66.7128987517337,62.5,66.76470588235294,62.72727272727272,66.76470588235293,70.14398644833427,37.9725085910653,0.08,0.05,0.02,0.02,0.675,1.3,4.8,8.0,3.9,3.9,8.0,3.9,71.66939446784468,1.8674142698248914,high,0,0.0,0.0,0.0,0.0,0.0,0.0,low,1.53,0.77,1.299,77.88982730366823,0.77,1.11035,False,,False,,False,ok,,False,False,False,True,False,OTT_Accuracy,MajorGrind,OTT_Accuracy + OTT_Distance; weak MajorGrind
47,Jackson,Koivun,"KOIVUN, JACKSON",260.0,Amateur,medium,medium,1.29,0.86,0.6,-0.12,1.25,19,60,0.0,0.0,5.4,8.7,1.29,76.36138613861387,78.16383464367233,79.17067142660991,76.19738751814224,51.63727959697732,53.20877335499594,56.56108597285068,50.3875968992248,54.894046417759846,70.96774193548386,64.90984743411927,57.91666666666666,100.0,100.0,100.0,77.8514963297572,26.50343642611684,0.04,0.01,0.01,0.02,0.68,1.3,5.0,8.0,3.7,3.7,8.0,3.7,79.77192968403985,3.4105435454259805,medium,0,0.0,0.0,0.0,0.0,0.0,0.0,low,1.14,-0.14,1.2,76.64187570906341,-0.14,1.2315,False,,True,B,False,ok,,False,False,False,True,False,PUTT_LagCtrl,MajorGrind,PUTT_LagCtrl + OTT_Accuracy; weak MajorGrind
48,Gary,Woodland,"WOODLAND, GARY",45.0,PGA Tour,deep,high,0.72,0.66,0.35,-0.36,0.32,23,80,1.0,0.04,14.0,0.7,0.72,69.3069306930693,77.80877504438246,73.1292049979404,73.29462989840349,45.34005037783375,51.990251827782295,37.33031674208143,41.343669250645995,44.55095862764884,61.29032258064516,57.69764216366158,43.750000000000014,72.6470588235294,77.87878787878793,75.58823529411765,68.71823828345566,37.800687285223376,-0.03,-0.03,0.01,-0.01,0.6900000000000001,1.2,5.3,8.0,3.3,3.3,8.0,3.3,68.17725400057768,-1.1296766924916284,high,0,0.0,0.0,0.0,0.0,0.0,0.0,low,1.18,0.46,1.042,74.65019538636078,0.46,0.9293,False,,False,,False,ok,,False,False,True,True,False,PUTT_LagCtrl,APP_200+,PUTT_LagCtrl + OTT_Distance; weak APP_200+
49,Harry,Hall,"HALL, HARRY",66.0,PGA Tour,deep,high,1.18,0.57,0.23,0.46,0.66,27,93,0.0,0.0,-1.4,-2.8,1.18,75.0,72.76185645447629,70.45173692159824,71.98838896952104,42.31738035264484,42.567018683996764,48.1900452488688,43.41085271317829,39.75782038345106,94.35483870967741,86.26907073509015,82.08333333333333,82.64705882352942,70.0,79.70588235294113,64.9209486166008,26.03092783505155,0.06,-0.02,0.01,0.06,0.66,1.4,4.9,7.9,3.7,3.7,7.9,3.7,73.79287542889618,-1.2071245711038188,high,0,0.0,0.0,0.0,0.0,0.0,0.0,low,0.82,-0.36,0.9279999999999999,73.21316021681584,-0.36,1.0162,False,,False,,False,ok,,False,True,False,False,False,ARG_TightRunoff,MajorGrind,ARG_TightRunoff + ARG_Bunker; weak MajorGrind
50,Rickie,Fowler,"FOWLER, RICKIE",41.0,PGA Tour,deep,high,1.22,0.81,0.31,0.08,0.38,22,78,0.0,0.0,0.7,4.2,1.22,75.4950495049505,76.33781384732437,76.63050940546478,75.47169811320754,44.33249370277078,44.5166531275386,53.39366515837104,42.89405684754522,45.307769929364284,79.03225806451613,73.23162274618585,66.25,74.41176470588235,70.60606060606065,74.41176470588232,72.03557312252964,26.202749140893474,0.05,0.03,0.01,0.01,0.675,1.3,4.9,8.0,3.8,3.8,8.0,3.8,73.93995784126928,-1.5550916636812246,high,0,0.0,0.0,0.0,0.0,0.0,0.0,low,0.77,-0.45,0.9049999999999999,72.92323206857432,-0.45,1.01525,False,,False,,False,ok,,False,False,False,False,False,OTT_Accuracy,MajorGrind,OTT_Accuracy + OTT_Distance; weak MajorGrind
51,Sepp,Straka,"STRAKA, SEPP",19.0,PGA Tour,deep,high,0.81,1.01,0.7,0.07,-0.04,21,77,0.0,0.0,0.2,1.5,0.81,70.42079207920791,78.74714684250571,78.26445146230948,78.37445573294629,54.15617128463476,54.02112103980505,62.217194570135725,52.97157622739017,53.784056508577194,78.62903225806451,67.26768377253815,61.66666666666667,62.05882352941177,60.90909090909095,62.05882352941175,76.34105025409373,24.441580756013746,0.06,0.02,0.03,-0.0,0.68,1.3,4.9,7.9,3.8,3.8,7.9,3.8,75.59418325005505,5.17339117084714,high,0,0.0,0.0,0.0,0.0,0.0,0.0,low,0.27,-0.54,0.432,66.96079667212909,-0.54,0.5643,False,,False,,False,ok,,False,False,False,True,False,OTT_Distance,MajorGrind,OTT_Distance + OTT_Accuracy; weak MajorGrind
52,Ryan,Fox,"FOX, RYAN",55.0,PGA Tour,deep,high,0.64,0.52,0.2,0.06,0.16,25,92,0.0,0.0,7.6,-8.0,0.64,68.31683168316832,74.4103474511793,67.62323218453933,71.26269956458636,41.56171284634761,46.70999187652316,37.33031674208146,42.63565891472868,36.377396569122105,78.2258064516129,72.3994452149792,65.41666666666667,67.94117647058823,63.939393939393966,64.99999999999999,61.024844720496894,23.711340206185568,-0.03,-0.06,0.01,0.01,0.675,1.4,5.2,7.9,3.4,3.4,7.9,3.4,66.13310751194328,-2.1837241712250375,high,0,0.0,0.0,0.0,0.0,0.0,0.0,low,0.95,0.31,0.857,72.31816462876591,0.31,0.78105,False,,False,,False,ok,,True,False,True,False,False,OTT_Distance,MajorGrind,OTT_Distance + ARG_TightRunoff; weak MajorGrind
53,Joaquin,Niemann,"NIEMANN, JOAQUIN",80.0,LIV Golf,deep,high,0.49,1.03,0.19,0.09,-0.22,24,76,2.0,0.08,12.4,-0.2,0.49,66.46039603960396,82.0948516358103,77.83880269119868,78.66473149492018,41.30982367758186,48.09098294069862,33.71040723981899,39.79328165374677,40.06054490413724,79.43548387096774,73.6477115117892,62.5,56.76470588235294,55.454545454545446,53.8235294117647,70.28514963297573,50.55841924398625,-0.01,-0.03,0.02,-0.0,0.68,1.3,5.3,8.0,3.3,3.3,8.0,3.3,69.45687264828096,2.996476608677,high,0,0.0,0.0,0.0,0.0,0.0,0.0,low,1.28,0.79,1.043,74.66280095802344,0.79,0.8494499999999999,False,,False,,False,ok,,False,False,True,False,True,OTT_Distance,APP_200+,OTT_Distance + OTT_Accuracy; weak APP_200+
54,Keith,Mitchell,"MITCHELL, KEITH",100.0,PGA Tour,deep,high,0.56,0.75,0.2,-0.08,-0.23,26,92,0.0,0.0,9.0,-1.9,0.56,67.32673267326732,77.68196804463606,73.29397226417684,74.60087082728593,41.56171284634761,46.70999187652316,37.33031674208146,40.05167958656331,39.455095862764885,72.58064516129032,66.57420249653259,55.41666666666667,56.470588235294116,55.15151515151515,53.529411764705856,66.74195369847544,23.367697594501717,-0.02,-0.03,0.02,-0.01,0.68,1.3,5.2,7.9,3.4,3.4,7.9,3.4,65.18035637704334,-2.146376296223977,high,0,0.0,0.0,0.0,0.0,0.0,0.0,low,0.7,0.15,0.6579999999999999,69.80965586789361,0.15,0.6236999999999999,False,,False,,False,ok,,True,False,True,True,True,OTT_Distance,MajorGrind,OTT_Distance + OTT_Accuracy; weak MajorGrind
55,Nick,Taylor,"TAYLOR, NICK",63.0,PGA Tour,deep,high,0.93,0.77,0.37,0.32,0.18,25,94,0.0,0.0,-5.1,3.9,0.93,71.9059405940594,74.35962465128075,75.95770973499933,74.8911465892598,45.843828715365234,42.72948822095859,61.53846153846154,44.44444444444444,46.670030272452074,88.70967741935483,80.44382801664356,76.24999999999999,68.52941176470588,58.48484848484852,65.58823529411762,72.23320158102767,24.95704467353952,0.09,0.05,0.01,0.03,0.665,1.3,4.7,7.9,4.0,4.0,7.9,4.0,75.26142776110807,3.355487167048665,high,0,0.0,0.0,0.0,0.0,0.0,0.0,low,0.9,-0.03,0.909,72.97365435522501,-0.03,0.91635,False,,False,,False,ok,,False,False,False,False,False,ARG_TightRunoff,MajorGrind,ARG_TightRunoff + ARG_Bunker; weak MajorGrind
56,Brooks,Koepka,"KOEPKA, BROOKS",110.0,PGA Tour,deep,high,0.46,0.58,0.3,0.03,-0.21,23,71,0.0,0.0,6.7,-2.7,0.46,66.0891089108911,74.94293685011414,70.63023479335439,72.13352685050798,44.08060453400504,49.14703493095046,42.98642533936653,42.63565891472869,41.57416750756811,77.01612903225806,68.37725381414702,60.0,57.05882352941176,52.72727272727272,54.117647058823515,65.59853190287973,22.938144329896907,-0.0,-0.03,0.02,0.01,0.675,1.3,5.2,7.9,3.5,3.5,7.9,3.5,66.22915591348684,0.1400470025957361,high,0,0.0,0.0,0.0,0.0,0.0,0.0,low,1.2,0.73,0.978,73.84343879994958,0.73,0.7967000000000001,False,,False,,False,ok,,True,False,False,False,True,OTT_Distance,MajorGrind,OTT_Distance + OTT_Accuracy; weak MajorGrind
57,Jason,Day,"DAY, JASON",47.0,PGA Tour,deep,high,0.92,0.56,-0.2,0.57,0.4,20,70,0.0,0.0,-1.6,1.4,0.92,71.78217821782178,72.58432665483136,72.04448716188384,71.8432510885341,31.48614609571789,32.0877335499594,41.855203619909496,32.299741602067186,31.029263370333005,98.79032258064515,93.61997226074898,90.83333333333331,75.0,59.09090909090911,69.11764705882352,62.944664031620555,24.91408934707904,0.05,0.0,-0.01,0.05,0.655,1.4,4.9,7.9,3.8,3.8,7.9,3.8,70.52022887440272,-1.2619493434190616,high,0,0.0,0.0,0.0,0.0,0.0,0.0,low,0.06,-0.86,0.318,65.52376150258414,-0.86,0.5287000000000001,False,,False,,False,ok,,False,False,False,False,False,ARG_TightRunoff,MajorGrind,ARG_TightRunoff + ARG_Bunker; weak MajorGrind
58,Matt,McCarty,"MCCARTY, MATT",53.0,PGA Tour,deep,high,0.71,0.23,0.16,-0.05,0.34,29,100,0.0,0.0,-4.3,2.5,0.71,69.18316831683168,67.71493786457012,67.96649732253192,67.05370101596517,40.55415617128463,39.236393176279456,53.39366515837104,39.01808785529715,40.66599394550959,73.79032258064515,67.82246879334258,60.83333333333334,73.23529411764706,69.3939393939394,73.23529411764706,63.94692264257481,24.012027491408936,0.06,0.03,0.01,0.02,0.675,1.3,4.8,7.9,3.9,3.9,7.9,3.9,68.3633768817224,-0.8197914351092805,high,0,0.0,0.0,0.0,0.0,0.0,0.0,low,0.52,-0.18,0.577,68.78860456321694,-0.18,0.6235499999999999,False,,False,,False,ok,,False,False,False,False,False,PUTT_LagCtrl,MajorGrind,PUTT_LagCtrl + OTT_Accuracy; weak MajorGrind
59,Brian,Harman,"HARMAN, BRIAN",59.0,PGA Tour,deep,high,0.65,0.55,0.3,0.18,0.15,25,93,0.0,0.0,-4.5,3.7,0.65,68.44059405940595,71.72203905655591,72.85459288754633,71.69811320754717,44.08060453400504,42.64825345247767,59.95475113122172,42.63565891472869,44.80322906155399,83.06451612903226,74.61858529819696,70.41666666666667,67.6470588235294,60.60606060606065,64.70588235294117,69.1699604743083,23.754295532646054,0.08,0.04,0.01,0.02,0.67,1.3,4.8,7.9,4.0,4.0,7.9,4.0,72.47067516186401,4.030081102458055,high,0,0.0,0.0,0.0,0.0,0.0,0.0,low,0.75,0.1,0.72,70.59120131097944,0.1,0.6955,False,,False,,False,ok,,False,False,False,False,False,ARG_TightRunoff,MajorGrind,ARG_TightRunoff + OTT_Accuracy; weak MajorGrind
60,Michael,Kim,"KIM, MICHAEL",50.0,PGA Tour,deep,high,0.55,0.21,0.39,0.01,0.41,31,111,1.0,0.03,-3.8,-2.8,0.55,67.2029702970297,67.58813086482375,65.50871893450501,66.76342525399129,46.34760705289672,46.46628757108042,55.20361990950226,47.5452196382429,43.79414732593341,76.20967741935483,67.54507628294036,63.33333333333332,75.29411764705883,68.48484848484851,75.29411764705878,62.944664031620555,33.634020618556704,0.03,-0.02,0.01,0.03,0.67,1.4,4.9,7.9,3.8,3.8,7.9,3.8,69.73248390509828,2.5295136080685836,high,0,0.0,0.0,0.0,0.0,0.0,0.0,low,0.74,0.2,0.683,70.12479515946049,0.2,0.6364500000000001,False,,False,,False,ok,,False,True,False,False,False,PUTT_LagCtrl,MajorGrind,PUTT_LagCtrl + OTT_Distance; weak MajorGrind
