rank_model,player_id,player_display,name_key,field_status,r1_tee_time,r1_wave,data_depth_class,baseline_confidence_band,neutral_skill_sg,neutral_skill_index,venue_fit_score,venue_fit_delta,venue_fit_conf_band,comp_course_adjustment,comp_course_trace,venue_history_rounds,venue_history_sg,venue_history_delta,venue_history_conf_band,pre_penalty_vts,blend_class,blend_weights_used,tier_eligibility_gate_status,debut_flag,debut_class,debut_penalty_applied,anti_pattern_flags,anti_pattern_penalty_total,ap_pen_bomb_spray,ap_pen_wedge_liab,ap_pen_poor_birdie,ap_pen_rough_approach,anti_pattern_trigger_trace,anti_pattern_modifier_trace,primary_risk_trait,risk_stressor_active,risk_secondary_discount_applied,risk_discount_trace,form_score_adjusted,recent_form_index,form_vs_baseline,recent_form_gate_applied,recent_form_gate_reason,form_delta_vts,injury_flag,health_gate_status,health_gate_reason,health_delta_vts,player_variance_band,volatility_index,venue_variance_class,variance_adjustment_trace,probability_compression_class,probability_compression_coefficients,probability_compression_trace,vts_final_raw,vts_final,tier,tier_reason,tier_gate_check,win_pct,top3_pct,top5_pct,top10_pct,top20_pct,make_cut_pct,miss_cut_pct,primary_trait_driver,trait_summary_label,trace_notes
78,62,"Moore, Taylor",MOORE_TAYLOR,confirmed,TBD,TBD,deep,high,-0.02,74.13640389725423,63.128699949411555,-11.007703947842671,high,-1.8,"DataGolf venue-fit tool; comp courses: TPC River Highlands, Colonial CC, Sedgefield CC; cf_adj_total scaled ×20, capped ±7 VTS pts",10,0.369,0.6528,medium,63.78901154372515,Balanced,"{""neutral"": 0.4, ""venuefit"": 0.3, ""venuehistory"": 0.3}",clear,False,,0.0,bomb_and_spray;wedge_liability,-3.484601760957595,-1.2051162790697676,-2.2794854818878276,0.0,0.0,bomb_and_spray;wedge_liability,Deere Run standard venue (non-major birdie-fest). AP_TO_VTS=2.0. Soft/wet week: bomb_and_spray softened (miss_fw_pen_frac=0.0264 modest). No weather amplification on other patterns.,OTT_Accuracy,False,0.0,,0.508,52.64,0.528,True,l5_form_applied,1.32,False,ok,,0.0,low,25.0,standard,Standard venue variance class. Soft/wet delay risk: no compression multiplier.,standard,"{""win_exponent"": 4.5, ""win_cap"": 0.14, ""top3_center"": 80, ""top5_center"": 76, ""top10_center"": 68, ""top20_center"": 59, ""make_cut_center"": 48, ""make_cut_steepness"": 0.07}","144-player cut event. Win exp=4.5, cap=0.14. make_cut_pct via logistic(vts, center=48, steep=0.07).",58.13980802180996,58.13980802180996,3,"Tier3 — Top-10 Range: NeutralSG=-0.02, moderate fit VFD=-11.0; 10CH-rds",ok,0.005257602443808416,0.09091171263575867,0.12920532772447568,0.2624787881896269,0.43452265172817467,0.6033185963940527,0.3966814036059473,PUTT_BirdieConv,PUTT_BirdieConv+PAR5_Scoring; weak OTT_Accuracy,NeutralSG=-0.02; VFD=-11.0; VHD=0.7(10rds); AP=-3.5SG(bomb_and_spray;wedge_liability); FormΔ=1.3; →Tier3 VTS=58.1
79,70,"Nakajima, Keita",NAKAJIMA_KEITA,confirmed,TBD,TBD,deep,high,-0.14,72.01062887511073,68.67417072699045,-3.336458148120272,high,0.2,"DataGolf venue-fit tool; comp courses: TPC River Highlands, Colonial CC, Sedgefield CC; cf_adj_total scaled ×20, capped ±7 VTS pts",0,,0.0,none,70.67604561586262,Neutral+Venue,"{""neutral"": 0.6, ""venuefit"": 0.4, ""venuehistory"": 0.0}",clear,True,A,-4.0,rough_approach_liab,-1.289855072463768,0.0,0.0,0.0,-1.289855072463768,rough_approach_liab,Deere Run standard venue (non-major birdie-fest). AP_TO_VTS=2.0. Soft/wet week: bomb_and_spray softened (miss_fw_pen_frac=0.0264 modest). No weather amplification on other patterns.,ARG_Rough,False,0.0,,-0.134,50.03,0.005999999999999998,True,l5_form_applied,0.014999999999999996,False,ok,,0.0,high,75.0,standard,Standard venue variance class. Soft/wet delay risk: no compression multiplier.,standard,"{""win_exponent"": 4.5, ""win_cap"": 0.14, ""top3_center"": 80, ""top5_center"": 76, ""top10_center"": 68, ""top20_center"": 59, ""make_cut_center"": 48, ""make_cut_steepness"": 0.07}","144-player cut event. Win exp=4.5, cap=0.14. make_cut_pct via logistic(vts, center=48, steep=0.07).",58.11133547093508,58.11133547093508,3,"Tier3 — Top-10 Range: NeutralSG=-0.14, moderate fit VFD=-3.3; 0CH-rds (debut); debut-A",ok,0.0060329297262811206,0.1108302251353706,0.15753293148962627,0.32022539389578,0.530457610657427,0.736904758715434,0.26309524128456596,PUTT_Lag,PUTT_Lag+PUTT_BirdieConv; weak ARG_Rough,NeutralSG=-0.14; VFD=-3.3; VHD=0.0(0rds); debut-A pen=-4.0SG; AP=-1.3SG(rough_approach_liab); FormΔ=0.0; →Tier3 VTS=58.1
80,105,"Gomez, Fabian",GOMEZ_FABIAN,confirmed,TBD,TBD,medium,medium,-0.6400000000000001,63.15323294951285,71.7565682452369,8.603335295724058,medium,2.4,"DataGolf venue-fit tool; comp courses: TPC River Highlands, Colonial CC, Sedgefield CC; cf_adj_total scaled ×20, capped ±7 VTS pts",17,-0.478,0.32720000000000005,medium,61.88642365337621,Balanced,"{""neutral"": 0.4, ""venuefit"": 0.3, ""venuehistory"": 0.3}",clear,False,,0.0,poor_birdie_conv,-1.9464285714285718,0.0,0.0,-1.9464285714285718,0.0,poor_birdie_conv,Deere Run standard venue (non-major birdie-fest). AP_TO_VTS=2.0. Soft/wet week: bomb_and_spray softened (miss_fw_pen_frac=0.0264 modest). No weather amplification on other patterns.,OTT_Distance,False,0.0,,-0.7200000000000001,49.6,-0.07999999999999996,True,l5_form_applied,-0.1999999999999999,False,ok,,0.0,medium,50.0,standard,Standard venue variance class. Soft/wet delay risk: no compression multiplier.,standard,"{""win_exponent"": 4.5, ""win_cap"": 0.14, ""top3_center"": 80, ""top5_center"": 76, ""top10_center"": 68, ""top20_center"": 59, ""make_cut_center"": 48, ""make_cut_steepness"": 0.07}","144-player cut event. Win exp=4.5, cap=0.14. make_cut_pct via logistic(vts, center=48, steep=0.07).",57.793566510519064,57.793566510519064,3,"Tier3 — Top-10 Range: NeutralSG=-0.64, moderate fit VFD=8.6; 17CH-rds",ok,0.005527618496816279,0.09791196566368654,0.13935669409673257,0.28524751843242757,0.4758900428270197,0.6649761953822123,0.3350238046177877,APP_150-200,APP_150-200+APP_100-150; weak OTT_Distance,NeutralSG=-0.64; VFD=8.6; VHD=0.3(17rds); AP=-1.9SG(poor_birdie_conv); FormΔ=-0.2; →Tier3 VTS=57.8
81,93,"Van Rooyen, Erik",VAN ROOYEN_ERIK,confirmed,TBD,TBD,deep,high,-0.57,64.39326837909655,60.43754221951884,-3.955726159577715,high,-0.8,"DataGolf venue-fit tool; comp courses: TPC River Highlands, Colonial CC, Sedgefield CC; cf_adj_total scaled ×20, capped ±7 VTS pts",2,-1.928,-0.027200000000000002,low,62.81097791526547,Neutral+Venue,"{""neutral"": 0.6, ""venuefit"": 0.4, ""venuehistory"": 0.0}",clear,False,,0.0,bomb_and_spray;wedge_liability,-3.3993817512355964,-1.0753488372093025,-2.3240329140262936,0.0,0.0,bomb_and_spray;wedge_liability,Deere Run standard venue (non-major birdie-fest). AP_TO_VTS=2.0. Soft/wet week: bomb_and_spray softened (miss_fw_pen_frac=0.0264 modest). No weather amplification on other patterns.,OTT_Accuracy,False,0.0,,0.138,53.54,0.708,True,l5_form_applied,1.77,False,ok,,0.0,low,25.0,standard,Standard venue variance class. Soft/wet delay risk: no compression multiplier.,standard,"{""win_exponent"": 4.5, ""win_cap"": 0.14, ""top3_center"": 80, ""top5_center"": 76, ""top10_center"": 68, ""top20_center"": 59, ""make_cut_center"": 48, ""make_cut_steepness"": 0.07}","144-player cut event. Win exp=4.5, cap=0.14. make_cut_pct via logistic(vts, center=48, steep=0.07).",57.78221441279428,57.78221441279428,3,"Tier3 — Top-10 Range: NeutralSG=-0.57, moderate fit VFD=-4.0; 2CH-rds",ok,0.005113642820836656,0.08803056939894746,0.1252985371652604,0.2565353347482639,0.4280971803809506,0.5983192246391067,0.4016807753608933,PUTT_Lag,PUTT_Lag+PUTT_BirdieConv; weak OTT_Accuracy,NeutralSG=-0.57; VFD=-4.0; VHD=-0.0(2rds); AP=-3.4SG(bomb_and_spray;wedge_liability); FormΔ=1.8; →Tier3 VTS=57.8
82,47,"Higgo, Garrick",HIGGO_GARRICK,confirmed,TBD,TBD,deep,high,0.06,75.55358724534986,63.38801474802695,-12.165572497322913,high,-1.0,"DataGolf venue-fit tool; comp courses: TPC River Highlands, Colonial CC, Sedgefield CC; cf_adj_total scaled ×20, capped ±7 VTS pts",10,0.558,2.0288,medium,64.84647932254802,Balanced,"{""neutral"": 0.4, ""venuefit"": 0.3, ""venuehistory"": 0.3}",clear,False,,0.0,bomb_and_spray;wedge_liability,-3.417297988074054,-1.1576744186046513,-2.259623569469403,0.0,0.0,bomb_and_spray;wedge_liability,Deere Run standard venue (non-major birdie-fest). AP_TO_VTS=2.0. Soft/wet week: bomb_and_spray softened (miss_fw_pen_frac=0.0264 modest). No weather amplification on other patterns.,OTT_Accuracy,False,0.0,,-0.07800000000000001,49.31,-0.138,True,l5_form_applied,-0.34500000000000003,False,ok,,0.0,low,25.0,standard,Standard venue variance class. Soft/wet delay risk: no compression multiplier.,standard,"{""win_exponent"": 4.5, ""win_cap"": 0.14, ""top3_center"": 80, ""top5_center"": 76, ""top10_center"": 68, ""top20_center"": 59, ""make_cut_center"": 48, ""make_cut_steepness"": 0.07}","144-player cut event. Win exp=4.5, cap=0.14. make_cut_pct via logistic(vts, center=48, steep=0.07).",57.66688334639991,57.66688334639991,3,"Tier3 — Top-10 Range: NeutralSG=0.06, moderate fit VFD=-12.2; 10CH-rds",ok,0.0050678731337427795,0.08711884749666063,0.12405980883240911,0.25463580380064654,0.42602661885856014,0.5966979437550568,0.4033020562449432,PUTT_Lag,PUTT_Lag+PUTT_BirdieConv; weak OTT_Accuracy,NeutralSG=0.06; VFD=-12.2; VHD=2.0(10rds); AP=-3.4SG(bomb_and_spray;wedge_liability); FormΔ=-0.3; →Tier3 VTS=57.7
83,88,"Svensson, Adam",SVENSSON_ADAM,confirmed,TBD,TBD,deep,high,-0.45,66.51904340124004,66.61219355937146,0.09315015813142224,high,1.4,"DataGolf venue-fit tool; comp courses: TPC River Highlands, Colonial CC, Sedgefield CC; cf_adj_total scaled ×20, capped ±7 VTS pts",20,0.69,1.4864000000000002,medium,62.037195428307456,Balanced,"{""neutral"": 0.4, ""venuefit"": 0.3, ""venuehistory"": 0.3}",clear,False,,0.0,poor_birdie_conv,-1.987313612313613,0.0,0.0,-1.987313612313613,0.0,poor_birdie_conv,Deere Run standard venue (non-major birdie-fest). AP_TO_VTS=2.0. Soft/wet week: bomb_and_spray softened (miss_fw_pen_frac=0.0264 modest). No weather amplification on other patterns.,OTT_Accuracy,False,0.0,,-0.656,48.97,-0.206,True,l5_form_applied,-0.515,False,ok,,0.0,low,25.0,standard,Standard venue variance class. Soft/wet delay risk: no compression multiplier.,standard,"{""win_exponent"": 4.5, ""win_cap"": 0.14, ""top3_center"": 80, ""top5_center"": 76, ""top10_center"": 68, ""top20_center"": 59, ""make_cut_center"": 48, ""make_cut_steepness"": 0.07}","144-player cut event. Win exp=4.5, cap=0.14. make_cut_pct via logistic(vts, center=48, steep=0.07).",57.54756820368023,57.54756820368023,3,"Tier3 — Top-10 Range: NeutralSG=-0.45, moderate fit VFD=0.1; 20CH-rds",ok,0.005020858322646111,0.08618451208615456,0.12278913318085508,0.25267964287444045,0.4238856023048988,0.595016160204479,0.404983839795521,APP_100-150,APP_100-150+APP_150-200; weak OTT_Accuracy,NeutralSG=-0.45; VFD=0.1; VHD=1.5(20rds); AP=-2.0SG(poor_birdie_conv); FormΔ=-0.5; →Tier3 VTS=57.5
84,132,"Feagles, Michael",FEAGLES_MICHAEL,confirmed,TBD,TBD,medium,medium,-1.12,54.65013286093888,68.97468418213,14.324551321191123,medium,1.0,"DataGolf venue-fit tool; comp courses: TPC River Highlands, Colonial CC, Sedgefield CC; cf_adj_total scaled ×20, capped ±7 VTS pts",2,-4.222,-0.0432,low,60.379953389415334,Neutral+Venue,"{""neutral"": 0.6, ""venuefit"": 0.4, ""venuehistory"": 0.0}",clear,False,,0.0,,0.0,0.0,0.0,0.0,0.0,,Deere Run standard venue (non-major birdie-fest). AP_TO_VTS=2.0. Soft/wet week: bomb_and_spray softened (miss_fw_pen_frac=0.0264 modest). No weather amplification on other patterns.,OTT_Accuracy,False,0.0,,-2.3040000000000003,44.08,-1.1840000000000002,True,l5_form_applied,-2.9600000000000004,False,ok,,0.0,medium,50.0,standard,Standard venue variance class. Soft/wet delay risk: no compression multiplier.,standard,"{""win_exponent"": 4.5, ""win_cap"": 0.14, ""top3_center"": 80, ""top5_center"": 76, ""top10_center"": 68, ""top20_center"": 59, ""make_cut_center"": 48, ""make_cut_steepness"": 0.07}","144-player cut event. Win exp=4.5, cap=0.14. make_cut_pct via logistic(vts, center=48, steep=0.07).",57.41995338941533,57.41995338941533,3,"Tier3 — Top-10 Range: NeutralSG=-1.12, moderate fit VFD=14.3; 2CH-rds",ok,0.005368625243723619,0.09466123221296886,0.13493579451400925,0.2784417566875436,0.46844107705251015,0.65912486082787,0.34087513917212997,APP_Wedge,APP_Wedge+APP_100-150; weak OTT_Accuracy,NeutralSG=-1.12; VFD=14.3; VHD=-0.0(2rds); FormΔ=-3.0; →Tier3 VTS=57.4
85,80,"Skinns, David",SKINNS_DAVID,confirmed,TBD,TBD,deep,high,-0.35,68.29052258635961,68.61411243444857,0.3235898480889574,high,-0.2,"DataGolf venue-fit tool; comp courses: TPC River Highlands, Colonial CC, Sedgefield CC; cf_adj_total scaled ×20, capped ±7 VTS pts",6,-2.242,-3.632,medium,61.81084276487842,Balanced,"{""neutral"": 0.4, ""venuefit"": 0.3, ""venuehistory"": 0.3}",clear,False,,0.0,poor_birdie_conv;rough_approach_liab,-2.706377961812745,0.0,0.0,-1.602513227513228,-1.1038647342995167,poor_birdie_conv;rough_approach_liab,Deere Run standard venue (non-major birdie-fest). AP_TO_VTS=2.0. Soft/wet week: bomb_and_spray softened (miss_fw_pen_frac=0.0264 modest). No weather amplification on other patterns.,OTT_Accuracy,False,0.0,,-0.10999999999999996,51.2,0.24000000000000002,True,l5_form_applied,0.6000000000000001,False,ok,,0.0,low,25.0,standard,Standard venue variance class. Soft/wet delay risk: no compression multiplier.,standard,"{""win_exponent"": 4.5, ""win_cap"": 0.14, ""top3_center"": 80, ""top5_center"": 76, ""top10_center"": 68, ""top20_center"": 59, ""make_cut_center"": 48, ""make_cut_steepness"": 0.07}","144-player cut event. Win exp=4.5, cap=0.14. make_cut_pct via logistic(vts, center=48, steep=0.07).",56.998086841252935,56.998086841252935,3,"Tier3 — Top-10 Range: NeutralSG=-0.35, moderate fit VFD=0.3; 6CH-rds",ok,0.004808701592443791,0.08199640580071688,0.11707814044347015,0.24379026243441002,0.41404238671057697,0.587213185830331,0.412786814169669,APP_100-150,APP_100-150+APP_150-200; weak OTT_Accuracy,NeutralSG=-0.35; VFD=0.3; VHD=-3.6(6rds); AP=-2.7SG(poor_birdie_conv;rough_approach_liab); FormΔ=0.6; →Tier3 VTS=57.0
86,111,"Streelman, Kevin",STREELMAN_KEVIN,confirmed,TBD,TBD,medium,medium,-0.7075,61.95748449955714,64.48640652865838,2.5289220291012384,medium,1.4,"DataGolf venue-fit tool; comp courses: TPC River Highlands, Colonial CC, Sedgefield CC; cf_adj_total scaled ×20, capped ±7 VTS pts",40,0.292,-0.009599999999999997,medium,59.12603575842037,Balanced,"{""neutral"": 0.4, ""venuefit"": 0.3, ""venuehistory"": 0.3}",clear,False,,0.0,rough_approach_liab,-1.1996779388083736,0.0,0.0,0.0,-1.1996779388083736,rough_approach_liab,Deere Run standard venue (non-major birdie-fest). AP_TO_VTS=2.0. Soft/wet week: bomb_and_spray softened (miss_fw_pen_frac=0.0264 modest). No weather amplification on other patterns.,ARG_Rough,False,0.0,,-0.7115,49.98,-0.003999999999999976,True,l5_form_applied,-0.00999999999999994,False,ok,,0.0,medium,50.0,standard,Standard venue variance class. Soft/wet delay risk: no compression multiplier.,standard,"{""win_exponent"": 4.5, ""win_cap"": 0.14, ""top3_center"": 80, ""top5_center"": 76, ""top10_center"": 68, ""top20_center"": 59, ""make_cut_center"": 48, ""make_cut_steepness"": 0.07}","144-player cut event. Win exp=4.5, cap=0.14. make_cut_pct via logistic(vts, center=48, steep=0.07).",56.716679880803625,56.716679880803625,3,"Tier3 — Top-10 Range: NeutralSG=-0.71, moderate fit VFD=2.5; 40CH-rds",ok,0.00507900836821199,0.08880354009309967,0.12693531613621364,0.26590510446511123,0.4544601535476313,0.6479790310552016,0.3520209689447984,PUTT_Lag,PUTT_Lag+PUTT_BirdieConv; weak ARG_Rough,NeutralSG=-0.71; VFD=2.5; VHD=-0.0(40rds); AP=-1.2SG(rough_approach_liab); FormΔ=-0.0; →Tier3 VTS=56.7
87,63,"Hughes, Mackenzie",HUGHES_MACKENZIE,confirmed,TBD,TBD,medium,medium,-0.0625,73.38352524357839,62.46349329264599,-10.920031950932398,medium,-2.2,"DataGolf venue-fit tool; comp courses: TPC River Highlands, Colonial CC, Sedgefield CC; cf_adj_total scaled ×20, capped ±7 VTS pts",6,0.391,1.1272,medium,63.430618085225156,Balanced,"{""neutral"": 0.4, ""venuefit"": 0.3, ""venuehistory"": 0.3}",clear,False,,0.0,bomb_and_spray;wedge_liability,-3.249692613260191,-1.0,-2.249692613260191,0.0,0.0,bomb_and_spray;wedge_liability,Deere Run standard venue (non-major birdie-fest). AP_TO_VTS=2.0. Soft/wet week: bomb_and_spray softened (miss_fw_pen_frac=0.0264 modest). No weather amplification on other patterns.,OTT_Accuracy,False,0.0,,-0.17049999999999998,49.46,-0.10799999999999998,True,l5_form_applied,-0.26999999999999996,False,ok,,0.0,medium,50.0,standard,Standard venue variance class. Soft/wet delay risk: no compression multiplier.,standard,"{""win_exponent"": 4.5, ""win_cap"": 0.14, ""top3_center"": 80, ""top5_center"": 76, ""top10_center"": 68, ""top20_center"": 59, ""make_cut_center"": 48, ""make_cut_steepness"": 0.07}","144-player cut event. Win exp=4.5, cap=0.14. make_cut_pct via logistic(vts, center=48, steep=0.07).",56.66123285870477,56.66123285870477,3,"Tier3 — Top-10 Range: NeutralSG=-0.06, moderate fit VFD=-10.9; 6CH-rds",ok,0.005056702669242289,0.0883558985633197,0.1263221070496601,0.2649321518877899,0.453360636242324,0.6470931922205218,0.35290680777947825,PUTT_BirdieConv,PUTT_BirdieConv+ARG_Bunker; weak OTT_Accuracy,NeutralSG=-0.06; VFD=-10.9; VHD=1.1(6rds); AP=-3.2SG(bomb_and_spray;wedge_liability); FormΔ=-0.3; →Tier3 VTS=56.7
88,85,"Stanger, Jimmy",STANGER_JIMMY,confirmed,TBD,TBD,medium,medium,-0.3625,68.06908768821968,60.52397633858725,-7.545111349632435,medium,-1.0,"DataGolf venue-fit tool; comp courses: TPC River Highlands, Colonial CC, Sedgefield CC; cf_adj_total scaled ×20, capped ±7 VTS pts",1,-7.511,-0.049600000000000005,low,65.05104314836672,Neutral+Venue,"{""neutral"": 0.6, ""venuefit"": 0.4, ""venuehistory"": 0.0}",clear,False,,0.0,bomb_and_spray;wedge_liability,-4.053981818541745,-1.346046511627907,-2.7079353069138374,0.0,0.0,bomb_and_spray;wedge_liability,Deere Run standard venue (non-major birdie-fest). AP_TO_VTS=2.0. Soft/wet week: bomb_and_spray softened (miss_fw_pen_frac=0.0264 modest). No weather amplification on other patterns.,OTT_Accuracy,False,0.0,,-0.5405,49.11,-0.178,True,l5_form_applied,-0.44499999999999995,False,ok,,0.0,medium,50.0,standard,Standard venue variance class. Soft/wet delay risk: no compression multiplier.,standard,"{""win_exponent"": 4.5, ""win_cap"": 0.14, ""top3_center"": 80, ""top5_center"": 76, ""top10_center"": 68, ""top20_center"": 59, ""make_cut_center"": 48, ""make_cut_steepness"": 0.07}","144-player cut event. Win exp=4.5, cap=0.14. make_cut_pct via logistic(vts, center=48, steep=0.07).",56.49807951128323,56.49807951128323,3,"Tier3 — Top-10 Range: NeutralSG=-0.36, moderate fit VFD=-7.5; 1CH-rds",ok,0.0049915096323763595,0.08705050858406285,0.12453241872306614,0.26208247022835074,0.45012797475594735,0.6444807520242176,0.3555192479757824,PUTT_Lag,PUTT_Lag+PUTT_BirdieConv; weak OTT_Accuracy,NeutralSG=-0.36; VFD=-7.5; VHD=-0.0(1rds); AP=-4.1SG(bomb_and_spray;wedge_liability); FormΔ=-0.4; →Tier3 VTS=56.5
89,90,"Lebioda, Hank",LEBIODA_HANK,confirmed,TBD,TBD,deep,high,-0.47,66.16474756421613,65.00301646713694,-1.1617310970791834,high,0.2,"DataGolf venue-fit tool; comp courses: TPC River Highlands, Colonial CC, Sedgefield CC; cf_adj_total scaled ×20, capped ±7 VTS pts",12,0.087,0.5399999999999999,medium,61.12880396582754,Balanced,"{""neutral"": 0.4, ""venuefit"": 0.3, ""venuehistory"": 0.3}",clear,False,,0.0,poor_birdie_conv,-1.7017195767195772,0.0,0.0,-1.7017195767195772,0.0,poor_birdie_conv,Deere Run standard venue (non-major birdie-fest). AP_TO_VTS=2.0. Soft/wet week: bomb_and_spray softened (miss_fw_pen_frac=0.0264 modest). No weather amplification on other patterns.,OTT_Accuracy,False,0.0,,-0.962,47.54,-0.49200000000000005,True,l5_form_applied,-1.2300000000000002,False,ok,,0.0,low,25.0,standard,Standard venue variance class. Soft/wet delay risk: no compression multiplier.,standard,"{""win_exponent"": 4.5, ""win_cap"": 0.14, ""top3_center"": 80, ""top5_center"": 76, ""top10_center"": 68, ""top20_center"": 59, ""make_cut_center"": 48, ""make_cut_steepness"": 0.07}","144-player cut event. Win exp=4.5, cap=0.14. make_cut_pct via logistic(vts, center=48, steep=0.07).",56.49536481238839,56.49536481238839,3,"Tier3 — Top-10 Range: NeutralSG=-0.47, moderate fit VFD=-1.2; 12CH-rds",ok,0.004620768932780481,0.0783260428973805,0.11205254248249594,0.23583169987817998,0.405066799372046,0.5799934893533814,0.42000651064661865,APP_100-150,APP_100-150+APP_150-200; weak OTT_Accuracy,NeutralSG=-0.47; VFD=-1.2; VHD=0.5(12rds); AP=-1.7SG(poor_birdie_conv); FormΔ=-1.2; →Tier3 VTS=56.5
90,101,"Goodwin, Noah",GOODWIN_NOAH,confirmed,TBD,TBD,deep,high,-0.69,62.26749335695306,64.25589796453639,1.9884046075833268,high,1.2,"DataGolf venue-fit tool; comp courses: TPC River Highlands, Colonial CC, Sedgefield CC; cf_adj_total scaled ×20, capped ±7 VTS pts",2,-3.841,-0.044800000000000006,low,63.062855199986394,Neutral+Venue,"{""neutral"": 0.6, ""venuefit"": 0.4, ""venuehistory"": 0.0}",clear,False,,0.0,wedge_liability,-2.2408966234748893,0.0,-2.2408966234748893,0.0,0.0,wedge_liability,Deere Run standard venue (non-major birdie-fest). AP_TO_VTS=2.0. Soft/wet week: bomb_and_spray softened (miss_fw_pen_frac=0.0264 modest). No weather amplification on other patterns.,OTT_Accuracy,False,0.0,,-1.8379999999999999,44.26,-1.148,True,l5_form_applied,-2.8699999999999997,False,ok,,0.0,low,25.0,standard,Standard venue variance class. Soft/wet delay risk: no compression multiplier.,standard,"{""win_exponent"": 4.5, ""win_cap"": 0.14, ""top3_center"": 80, ""top5_center"": 76, ""top10_center"": 68, ""top20_center"": 59, ""make_cut_center"": 48, ""make_cut_steepness"": 0.07}","144-player cut event. Win exp=4.5, cap=0.14. make_cut_pct via logistic(vts, center=48, steep=0.07).",55.71106195303662,55.71106195303662,3,"Tier3 — Top-10 Range: NeutralSG=-0.69, moderate fit VFD=2.0; 2CH-rds",ok,0.004339033865359974,0.07289619228930487,0.10458223155898852,0.22375488381120512,0.3911383045899395,0.5685839290284925,0.43141607097150747,PUTT_Lag,PUTT_Lag+PUTT_BirdieConv; weak OTT_Accuracy,NeutralSG=-0.69; VFD=2.0; VHD=-0.0(2rds); AP=-2.2SG(wedge_liability); FormΔ=-2.9; →Tier3 VTS=55.7
91,78,"Springer, Hayden",SPRINGER_HAYDEN,confirmed,TBD,TBD,deep,high,-0.33,68.64481842338354,62.37119774371765,-6.273620679665889,high,-1.4,"DataGolf venue-fit tool; comp courses: TPC River Highlands, Colonial CC, Sedgefield CC; cf_adj_total scaled ×20, capped ±7 VTS pts",8,1.344,4.3968,medium,62.48832669246872,Balanced,"{""neutral"": 0.4, ""venuefit"": 0.3, ""venuehistory"": 0.3}",clear,False,,0.0,bomb_and_spray;wedge_liability,-3.527349875395644,-1.193953488372093,-2.333396387023551,0.0,0.0,bomb_and_spray;wedge_liability,Deere Run standard venue (non-major birdie-fest). AP_TO_VTS=2.0. Soft/wet week: bomb_and_spray softened (miss_fw_pen_frac=0.0264 modest). No weather amplification on other patterns.,OTT_Accuracy,False,0.0,,-0.748,47.91,-0.41800000000000004,True,l5_form_applied,-1.0450000000000002,False,ok,,0.0,low,25.0,standard,Standard venue variance class. Soft/wet delay risk: no compression multiplier.,standard,"{""win_exponent"": 4.5, ""win_cap"": 0.14, ""top3_center"": 80, ""top5_center"": 76, ""top10_center"": 68, ""top20_center"": 59, ""make_cut_center"": 48, ""make_cut_steepness"": 0.07}","144-player cut event. Win exp=4.5, cap=0.14. make_cut_pct via logistic(vts, center=48, steep=0.07).",54.38862694167743,54.38862694167743,3,"Tier3 — Top-10 Range: NeutralSG=-0.33, moderate fit VFD=-6.3; 8CH-rds",ok,0.003894421920633225,0.06451364252754274,0.09296555467485303,0.20434824280277902,0.36792402099331933,0.5489768047320652,0.4510231952679348,PUTT_Lag,PUTT_Lag+PUTT_BirdieConv; weak OTT_Accuracy,NeutralSG=-0.33; VFD=-6.3; VHD=4.4(8rds); AP=-3.5SG(bomb_and_spray;wedge_liability); FormΔ=-1.0; →Tier3 VTS=54.4
92,76,"Pavon, Matthieu",PAVON_MATTHIEU,confirmed,TBD,TBD,deep,high,-0.24,70.23914968999114,65.21149616095471,-5.027653529036428,high,0.4,"DataGolf venue-fit tool; comp courses: TPC River Highlands, Colonial CC, Sedgefield CC; cf_adj_total scaled ×20, capped ±7 VTS pts",0,,0.0,none,68.22808827837656,Neutral+Venue,"{""neutral"": 0.6, ""venuefit"": 0.4, ""venuehistory"": 0.0}",clear,True,A,-4.0,wedge_liability,-2.1963491913364233,0.0,-2.1963491913364233,0.0,0.0,wedge_liability,Deere Run standard venue (non-major birdie-fest). AP_TO_VTS=2.0. Soft/wet week: bomb_and_spray softened (miss_fw_pen_frac=0.0264 modest). No weather amplification on other patterns.,OTT_Accuracy,False,0.0,,-0.204,50.18,0.036,True,l5_form_applied,0.09,False,ok,,0.0,high,75.0,standard,Standard venue variance class. Soft/wet delay risk: no compression multiplier.,standard,"{""win_exponent"": 4.5, ""win_cap"": 0.14, ""top3_center"": 80, ""top5_center"": 76, ""top10_center"": 68, ""top20_center"": 59, ""make_cut_center"": 48, ""make_cut_steepness"": 0.07}","144-player cut event. Win exp=4.5, cap=0.14. make_cut_pct via logistic(vts, center=48, steep=0.07).",53.92538989570372,53.92538989570372,3,"Tier3 — Top-10 Range: NeutralSG=-0.24, moderate fit VFD=-5.0; 0CH-rds (debut); debut-A",ok,0.004309473714256316,0.07552576160694631,0.10899073444840814,0.2418021364430933,0.4398670298383395,0.6624561118065804,0.33754388819341963,PUTT_Lag,PUTT_Lag+PUTT_BirdieConv; weak OTT_Accuracy,NeutralSG=-0.24; VFD=-5.0; VHD=0.0(0rds); debut-A pen=-4.0SG; AP=-2.2SG(wedge_liability); FormΔ=0.1; →Tier3 VTS=53.9
