rank_model,player_id,player_display,name_key,field_status,r1_tee_time,r1_wave,data_depth_class,baseline_confidence_band,neutral_skill_sg,neutral_skill_index,venue_fit_score,venue_fit_delta,venue_fit_conf_band,comp_course_adjustment,comp_course_trace,venue_history_rounds,venue_history_sg,venue_history_delta,venue_history_conf_band,pre_penalty_vts,blend_class,blend_weights_used,tier_eligibility_gate_status,debut_flag,debut_class,debut_penalty_applied,anti_pattern_flags,anti_pattern_penalty_total,ap_pen_bomb_spray,ap_pen_wedge_liab,ap_pen_poor_birdie,ap_pen_rough_approach,anti_pattern_trigger_trace,anti_pattern_modifier_trace,primary_risk_trait,risk_stressor_active,risk_secondary_discount_applied,risk_discount_trace,form_score_adjusted,recent_form_index,form_vs_baseline,recent_form_gate_applied,recent_form_gate_reason,form_delta_vts,injury_flag,health_gate_status,health_gate_reason,health_delta_vts,player_variance_band,volatility_index,venue_variance_class,variance_adjustment_trace,probability_compression_class,probability_compression_coefficients,probability_compression_trace,vts_final_raw,vts_final,tier,tier_reason,tier_gate_check,win_pct,top3_pct,top5_pct,top10_pct,top20_pct,make_cut_pct,miss_cut_pct,primary_trait_driver,trait_summary_label,trace_notes
73,73,"Ewart, A.J.",EWART_A.J.,confirmed,TBD,TBD,deep,high,-0.17,71.47918511957485,68.11370518862934,-3.3654799309455115,high,-1.2,"DataGolf venue-fit tool; comp courses: TPC River Highlands, Colonial CC, Sedgefield CC; cf_adj_total scaled ×20, capped ±7 VTS pts",0,,0.0,none,70.13299314719664,Neutral+Venue,"{""neutral"": 0.6, ""venuefit"": 0.4, ""venuehistory"": 0.0}",clear,True,A,-4.0,,0.0,0.0,0.0,0.0,0.0,,Deere Run standard venue (non-major birdie-fest). AP_TO_VTS=2.0. Soft/wet week: bomb_and_spray softened (miss_fw_pen_frac=0.0264 modest). No weather amplification on other patterns.,OTT_Accuracy,False,0.0,,-0.17,50.0,0.0,False,,0.0,False,ok,,0.0,high,75.0,standard,Standard venue variance class. Soft/wet delay risk: no compression multiplier.,standard,"{""win_exponent"": 4.5, ""win_cap"": 0.14, ""top3_center"": 80, ""top5_center"": 76, ""top10_center"": 68, ""top20_center"": 59, ""make_cut_center"": 48, ""make_cut_steepness"": 0.07}","144-player cut event. Win exp=4.5, cap=0.14. make_cut_pct via logistic(vts, center=48, steep=0.07).",60.13299314719664,60.13299314719664,3,"Tier3 — Top-10 Range: NeutralSG=-0.17, moderate fit VFD=-3.4; 0CH-rds (debut); debut-A",ok,0.0071493900291564536,0.13266698666848342,0.1868334532544806,0.36303756262361886,0.5749087983655916,0.7704645063982991,0.2295354936017009,PUTT_BirdieConv,PUTT_BirdieConv+PUTT_Lag; weak OTT_Accuracy,NeutralSG=-0.17; VFD=-3.4; VHD=0.0(0rds); debut-A pen=-4.0SG; →Tier3 VTS=60.1
74,37,"Whaley, Vince",WHALEY_VINCE,confirmed,TBD,TBD,deep,high,0.14,76.97077059344552,62.915508179624304,-14.055262413821218,high,-2.4,"DataGolf venue-fit tool; comp courses: TPC River Highlands, Colonial CC, Sedgefield CC; cf_adj_total scaled ×20, capped ±7 VTS pts",14,-0.5,-0.9735999999999999,medium,64.3708806912655,Balanced,"{""neutral"": 0.4, ""venuefit"": 0.3, ""venuehistory"": 0.3}",clear,False,,0.0,wedge_liability,-2.226993284781992,0.0,-2.226993284781992,0.0,0.0,wedge_liability,Deere Run standard venue (non-major birdie-fest). AP_TO_VTS=2.0. Soft/wet week: bomb_and_spray softened (miss_fw_pen_frac=0.0264 modest). No weather amplification on other patterns.,OTT_Accuracy,False,0.0,,0.14,50.0,0.0,False,,0.0,False,ok,,0.0,low,25.0,standard,Standard venue variance class. Soft/wet delay risk: no compression multiplier.,standard,"{""win_exponent"": 4.5, ""win_cap"": 0.14, ""top3_center"": 80, ""top5_center"": 76, ""top10_center"": 68, ""top20_center"": 59, ""make_cut_center"": 48, ""make_cut_steepness"": 0.07}","144-player cut event. Win exp=4.5, cap=0.14. make_cut_pct via logistic(vts, center=48, steep=0.07).",59.91689412170152,59.91689412170152,3,"Tier3 — Top-10 Range: NeutralSG=0.14, moderate fit VFD=-14.1; 14CH-rds",ok,0.006116954798486582,0.1064998091053227,0.15014096853303413,0.29317326383223596,0.4664966982197425,0.6275147302434677,0.3724852697565323,PUTT_BirdieConv,PUTT_BirdieConv+PUTT_Lag; weak OTT_Accuracy,NeutralSG=0.14; VFD=-14.1; VHD=-1.0(14rds); AP=-2.2SG(wedge_liability); →Tier3 VTS=59.9
75,144,"Adler, Patrick",ADLER_PATRICK,confirmed,TBD,TBD,thin,low,-0.14400000000000002,71.93976970770593,66.84920994960792,-5.09055975809801,low,0.0,"DataGolf venue-fit tool; comp courses: TPC River Highlands, Colonial CC, Sedgefield CC; cf_adj_total scaled ×20, capped ±7 VTS pts",0,,0.0,none,69.90354580446673,Neutral+Venue,"{""neutral"": 0.6, ""venuefit"": 0.4, ""venuehistory"": 0.0}",clear,True,A,-4.0,,0.0,0.0,0.0,0.0,0.0,,Deere Run standard venue (non-major birdie-fest). AP_TO_VTS=2.0. Soft/wet week: bomb_and_spray softened (miss_fw_pen_frac=0.0264 modest). No weather amplification on other patterns.,OTT_Accuracy,False,0.0,,-0.14400000000000002,50.0,0.0,False,,0.0,False,ok,,0.0,high,75.0,standard,Standard venue variance class. Soft/wet delay risk: no compression multiplier.,standard,"{""win_exponent"": 4.5, ""win_cap"": 0.14, ""top3_center"": 80, ""top5_center"": 76, ""top10_center"": 68, ""top20_center"": 59, ""make_cut_center"": 48, ""make_cut_steepness"": 0.07}","144-player cut event. Win exp=4.5, cap=0.14. make_cut_pct via logistic(vts, center=48, steep=0.07).",59.90354580446673,59.90354580446673,3,"Tier3 — Top-10 Range: NeutralSG=-0.14, moderate fit VFD=-5.1; 0CH-rds (debut); debut-A",ok,0.007027448595867162,0.13001332150712447,0.18330163304957678,0.35803269311871266,0.5698693571213003,0.7667454383511215,0.23325456164887848,APP_100-150,APP_100-150+APP_150-200; weak OTT_Accuracy,NeutralSG=-0.14; VFD=-5.1; VHD=0.0(0rds); debut-A pen=-4.0SG; →Tier3 VTS=59.9
76,108,"Dunlap, Nick",DUNLAP_NICK,confirmed,TBD,TBD,medium,medium,-0.655,62.8875110717449,60.370382206007775,-2.517128865737128,medium,-2.4,"DataGolf venue-fit tool; comp courses: TPC River Highlands, Colonial CC, Sedgefield CC; cf_adj_total scaled ×20, capped ±7 VTS pts",6,0.873,4.4336,medium,59.59619909050029,Balanced,"{""neutral"": 0.4, ""venuefit"": 0.3, ""venuehistory"": 0.3}",clear,False,,0.0,,0.0,0.0,0.0,0.0,0.0,,Deere Run standard venue (non-major birdie-fest). AP_TO_VTS=2.0. Soft/wet week: bomb_and_spray softened (miss_fw_pen_frac=0.0264 modest). No weather amplification on other patterns.,OTT_Accuracy,False,0.0,,-0.655,50.0,0.0,False,,0.0,False,ok,,0.0,medium,50.0,standard,Standard venue variance class. Soft/wet delay risk: no compression multiplier.,standard,"{""win_exponent"": 4.5, ""win_cap"": 0.14, ""top3_center"": 80, ""top5_center"": 76, ""top10_center"": 68, ""top20_center"": 59, ""make_cut_center"": 48, ""make_cut_steepness"": 0.07}","144-player cut event. Win exp=4.5, cap=0.14. make_cut_pct via logistic(vts, center=48, steep=0.07).",59.59619909050029,59.59619909050029,3,"Tier3 — Top-10 Range: NeutralSG=-0.66, moderate fit VFD=-2.5; 6CH-rds",ok,0.006448678693531594,0.11502803442264088,0.16241335017704273,0.3194409661304128,0.5119217218338091,0.6924788724931034,0.30752112750689664,APP_100-150,APP_100-150+APP_150-200; weak OTT_Accuracy,NeutralSG=-0.66; VFD=-2.5; VHD=4.4(6rds); →Tier3 VTS=59.6
77,101,"Goodwin, Noah",GOODWIN_NOAH,confirmed,TBD,TBD,deep,high,-0.69,62.26749335695306,64.25589796453639,1.9884046075833268,high,1.2,"DataGolf venue-fit tool; comp courses: TPC River Highlands, Colonial CC, Sedgefield CC; cf_adj_total scaled ×20, capped ±7 VTS pts",2,-3.841,-0.044800000000000006,low,63.062855199986394,Neutral+Venue,"{""neutral"": 0.6, ""venuefit"": 0.4, ""venuehistory"": 0.0}",clear,False,,0.0,wedge_liability,-2.2408966234748893,0.0,-2.2408966234748893,0.0,0.0,wedge_liability,Deere Run standard venue (non-major birdie-fest). AP_TO_VTS=2.0. Soft/wet week: bomb_and_spray softened (miss_fw_pen_frac=0.0264 modest). No weather amplification on other patterns.,OTT_Accuracy,False,0.0,,-0.69,50.0,0.0,False,,0.0,False,ok,,0.0,low,25.0,standard,Standard venue variance class. Soft/wet delay risk: no compression multiplier.,standard,"{""win_exponent"": 4.5, ""win_cap"": 0.14, ""top3_center"": 80, ""top5_center"": 76, ""top10_center"": 68, ""top20_center"": 59, ""make_cut_center"": 48, ""make_cut_steepness"": 0.07}","144-player cut event. Win exp=4.5, cap=0.14. make_cut_pct via logistic(vts, center=48, steep=0.07).",58.58106195303662,58.58106195303662,3,"Tier3 — Top-10 Range: NeutralSG=-0.69, moderate fit VFD=2.0; 2CH-rds",ok,0.005526765450520054,0.09458203466124636,0.13416529127882665,0.26992316568300373,0.44245982093874986,0.609428967756797,0.390571032243203,PUTT_Lag,PUTT_Lag+PUTT_BirdieConv; weak OTT_Accuracy,NeutralSG=-0.69; VFD=2.0; VHD=-0.0(2rds); AP=-2.2SG(wedge_liability); →Tier3 VTS=58.6
78,98,"Garnett, Brice",GARNETT_BRICE,confirmed,TBD,TBD,medium,medium,-0.52,65.27900797165634,66.37363425320488,1.0946262815485426,medium,2.2,"DataGolf venue-fit tool; comp courses: TPC River Highlands, Colonial CC, Sedgefield CC; cf_adj_total scaled ×20, capped ±7 VTS pts",26,-0.898,-1.5512000000000001,medium,60.558333464624,Balanced,"{""neutral"": 0.4, ""venuefit"": 0.3, ""venuehistory"": 0.3}",clear,False,,0.0,rough_approach_liab,-1.1215780998389693,0.0,0.0,0.0,-1.1215780998389693,rough_approach_liab,Deere Run standard venue (non-major birdie-fest). AP_TO_VTS=2.0. Soft/wet week: bomb_and_spray softened (miss_fw_pen_frac=0.0264 modest). No weather amplification on other patterns.,OTT_Distance,False,0.0,,-0.52,50.0,0.0,False,,0.0,False,ok,,0.0,medium,50.0,standard,Standard venue variance class. Soft/wet delay risk: no compression multiplier.,standard,"{""win_exponent"": 4.5, ""win_cap"": 0.14, ""top3_center"": 80, ""top5_center"": 76, ""top10_center"": 68, ""top20_center"": 59, ""make_cut_center"": 48, ""make_cut_steepness"": 0.07}","144-player cut event. Win exp=4.5, cap=0.14. make_cut_pct via logistic(vts, center=48, steep=0.07).",58.31517726494606,58.31517726494606,3,"Tier3 — Top-10 Range: NeutralSG=-0.52, moderate fit VFD=1.1; 26CH-rds",ok,0.0058479602077555785,0.10261671132893942,0.14573117459571736,0.29491440477960795,0.48630697008066814,0.6730610117136909,0.3269389882863091,PUTT_Lag,PUTT_Lag+PUTT_BirdieConv; weak OTT_Distance,NeutralSG=-0.52; VFD=1.1; VHD=-1.6(26rds); AP=-1.1SG(rough_approach_liab); →Tier3 VTS=58.3
79,70,"Nakajima, Keita",NAKAJIMA_KEITA,confirmed,TBD,TBD,deep,high,-0.14,72.01062887511073,68.67417072699045,-3.336458148120272,high,0.2,"DataGolf venue-fit tool; comp courses: TPC River Highlands, Colonial CC, Sedgefield CC; cf_adj_total scaled ×20, capped ±7 VTS pts",0,,0.0,none,70.67604561586262,Neutral+Venue,"{""neutral"": 0.6, ""venuefit"": 0.4, ""venuehistory"": 0.0}",clear,True,A,-4.0,rough_approach_liab,-1.289855072463768,0.0,0.0,0.0,-1.289855072463768,rough_approach_liab,Deere Run standard venue (non-major birdie-fest). AP_TO_VTS=2.0. Soft/wet week: bomb_and_spray softened (miss_fw_pen_frac=0.0264 modest). No weather amplification on other patterns.,ARG_Rough,False,0.0,,-0.14,50.0,0.0,False,,0.0,False,ok,,0.0,high,75.0,standard,Standard venue variance class. Soft/wet delay risk: no compression multiplier.,standard,"{""win_exponent"": 4.5, ""win_cap"": 0.14, ""top3_center"": 80, ""top5_center"": 76, ""top10_center"": 68, ""top20_center"": 59, ""make_cut_center"": 48, ""make_cut_steepness"": 0.07}","144-player cut event. Win exp=4.5, cap=0.14. make_cut_pct via logistic(vts, center=48, steep=0.07).",58.09633547093508,58.09633547093508,3,"Tier3 — Top-10 Range: NeutralSG=-0.14, moderate fit VFD=-3.3; 0CH-rds (debut); debut-A",ok,0.006122525748903027,0.11068081930749114,0.15733058127619445,0.3199190258814189,0.5301280343468198,0.7366493086718141,0.2633506913281859,PUTT_Lag,PUTT_Lag+PUTT_BirdieConv; weak ARG_Rough,NeutralSG=-0.14; VFD=-3.3; VHD=0.0(0rds); debut-A pen=-4.0SG; AP=-1.3SG(rough_approach_liab); →Tier3 VTS=58.1
80,88,"Svensson, Adam",SVENSSON_ADAM,confirmed,TBD,TBD,deep,high,-0.45,66.51904340124004,66.61219355937146,0.09315015813142224,high,1.4,"DataGolf venue-fit tool; comp courses: TPC River Highlands, Colonial CC, Sedgefield CC; cf_adj_total scaled ×20, capped ±7 VTS pts",20,0.69,1.4864000000000002,medium,62.037195428307456,Balanced,"{""neutral"": 0.4, ""venuefit"": 0.3, ""venuehistory"": 0.3}",clear,False,,0.0,poor_birdie_conv,-1.987313612313613,0.0,0.0,-1.987313612313613,0.0,poor_birdie_conv,Deere Run standard venue (non-major birdie-fest). AP_TO_VTS=2.0. Soft/wet week: bomb_and_spray softened (miss_fw_pen_frac=0.0264 modest). No weather amplification on other patterns.,OTT_Accuracy,False,0.0,,-0.45,50.0,0.0,False,,0.0,False,ok,,0.0,low,25.0,standard,Standard venue variance class. Soft/wet delay risk: no compression multiplier.,standard,"{""win_exponent"": 4.5, ""win_cap"": 0.14, ""top3_center"": 80, ""top5_center"": 76, ""top10_center"": 68, ""top20_center"": 59, ""make_cut_center"": 48, ""make_cut_steepness"": 0.07}","144-player cut event. Win exp=4.5, cap=0.14. make_cut_pct via logistic(vts, center=48, steep=0.07).",58.06256820368023,58.06256820368023,3,"Tier3 — Top-10 Range: NeutralSG=-0.45, moderate fit VFD=0.1; 20CH-rds",ok,0.00531002467837581,0.09028238616825372,0.12835297043037977,0.26118816410223483,0.4331341316508993,0.6022422973609445,0.3977577026390555,APP_100-150,APP_100-150+APP_150-200; weak OTT_Accuracy,NeutralSG=-0.45; VFD=0.1; VHD=1.5(20rds); AP=-2.0SG(poor_birdie_conv); →Tier3 VTS=58.1
81,47,"Higgo, Garrick",HIGGO_GARRICK,confirmed,TBD,TBD,deep,high,0.06,75.55358724534986,63.38801474802695,-12.165572497322913,high,-1.0,"DataGolf venue-fit tool; comp courses: TPC River Highlands, Colonial CC, Sedgefield CC; cf_adj_total scaled ×20, capped ±7 VTS pts",10,0.558,2.0288,medium,64.84647932254802,Balanced,"{""neutral"": 0.4, ""venuefit"": 0.3, ""venuehistory"": 0.3}",clear,False,,0.0,bomb_and_spray;wedge_liability,-3.417297988074054,-1.1576744186046513,-2.259623569469403,0.0,0.0,bomb_and_spray;wedge_liability,Deere Run standard venue (non-major birdie-fest). AP_TO_VTS=2.0. Soft/wet week: bomb_and_spray softened (miss_fw_pen_frac=0.0264 modest). No weather amplification on other patterns.,OTT_Accuracy,False,0.0,,0.06,50.0,0.0,False,,0.0,False,ok,,0.0,low,25.0,standard,Standard venue variance class. Soft/wet delay risk: no compression multiplier.,standard,"{""win_exponent"": 4.5, ""win_cap"": 0.14, ""top3_center"": 80, ""top5_center"": 76, ""top10_center"": 68, ""top20_center"": 59, ""make_cut_center"": 48, ""make_cut_steepness"": 0.07}","144-player cut event. Win exp=4.5, cap=0.14. make_cut_pct via logistic(vts, center=48, steep=0.07).",58.01188334639991,58.01188334639991,3,"Tier3 — Top-10 Range: NeutralSG=0.06, moderate fit VFD=-12.2; 10CH-rds",ok,0.005289197637398177,0.08987152745593438,0.1277962035001143,0.26034329679386475,0.43222315626181335,0.6015349572480364,0.3984650427519636,PUTT_Lag,PUTT_Lag+PUTT_BirdieConv; weak OTT_Accuracy,NeutralSG=0.06; VFD=-12.2; VHD=2.0(10rds); AP=-3.4SG(bomb_and_spray;wedge_liability); →Tier3 VTS=58.0
82,105,"Gomez, Fabian",GOMEZ_FABIAN,confirmed,TBD,TBD,medium,medium,-0.6400000000000001,63.15323294951285,71.7565682452369,8.603335295724058,medium,2.4,"DataGolf venue-fit tool; comp courses: TPC River Highlands, Colonial CC, Sedgefield CC; cf_adj_total scaled ×20, capped ±7 VTS pts",17,-0.478,0.32720000000000005,medium,61.88642365337621,Balanced,"{""neutral"": 0.4, ""venuefit"": 0.3, ""venuehistory"": 0.3}",clear,False,,0.0,poor_birdie_conv,-1.9464285714285718,0.0,0.0,-1.9464285714285718,0.0,poor_birdie_conv,Deere Run standard venue (non-major birdie-fest). AP_TO_VTS=2.0. Soft/wet week: bomb_and_spray softened (miss_fw_pen_frac=0.0264 modest). No weather amplification on other patterns.,OTT_Distance,False,0.0,,-0.6400000000000001,50.0,0.0,False,,0.0,False,ok,,0.0,medium,50.0,standard,Standard venue variance class. Soft/wet delay risk: no compression multiplier.,standard,"{""win_exponent"": 4.5, ""win_cap"": 0.14, ""top3_center"": 80, ""top5_center"": 76, ""top10_center"": 68, ""top20_center"": 59, ""make_cut_center"": 48, ""make_cut_steepness"": 0.07}","144-player cut event. Win exp=4.5, cap=0.14. make_cut_pct via logistic(vts, center=48, steep=0.07).",57.99356651051907,57.99356651051907,3,"Tier3 — Top-10 Range: NeutralSG=-0.64, moderate fit VFD=8.6; 17CH-rds",ok,0.005704221604557232,0.09969273104716049,0.14177276850080717,0.28893152434410496,0.4798821970315391,0.6680879174859524,0.3319120825140476,APP_150-200,APP_150-200+APP_100-150; weak OTT_Distance,NeutralSG=-0.64; VFD=8.6; VHD=0.3(17rds); AP=-1.9SG(poor_birdie_conv); →Tier3 VTS=58.0
83,87,"Kim, Chan",KIM_CHAN,confirmed,TBD,TBD,deep,high,-0.45,66.51904340124004,66.14882473089536,-0.37021867034468414,high,1.2,"DataGolf venue-fit tool; comp courses: TPC River Highlands, Colonial CC, Sedgefield CC; cf_adj_total scaled ×20, capped ±7 VTS pts",6,0.431,0.9432,medium,61.73522477976462,Balanced,"{""neutral"": 0.4, ""venuefit"": 0.3, ""venuehistory"": 0.3}",clear,False,,0.0,poor_birdie_conv,-1.941017316017317,0.0,0.0,-1.941017316017317,0.0,poor_birdie_conv,Deere Run standard venue (non-major birdie-fest). AP_TO_VTS=2.0. Soft/wet week: bomb_and_spray softened (miss_fw_pen_frac=0.0264 modest). No weather amplification on other patterns.,OTT_Accuracy,False,0.0,,-0.45,50.0,0.0,False,,0.0,False,ok,,0.0,low,25.0,standard,Standard venue variance class. Soft/wet delay risk: no compression multiplier.,standard,"{""win_exponent"": 4.5, ""win_cap"": 0.14, ""top3_center"": 80, ""top5_center"": 76, ""top10_center"": 68, ""top20_center"": 59, ""make_cut_center"": 48, ""make_cut_steepness"": 0.07}","144-player cut event. Win exp=4.5, cap=0.14. make_cut_pct via logistic(vts, center=48, steep=0.07).",57.85319014772999,57.85319014772999,3,"Tier3 — Top-10 Range: NeutralSG=-0.45, moderate fit VFD=-0.4; 6CH-rds",ok,0.005224399223002961,0.08859587103607335,0.12606600369389115,0.2577085482918213,0.42937188971259466,0.5993148356399315,0.4006851643600685,APP_100-150,APP_100-150+APP_150-200; weak OTT_Accuracy,NeutralSG=-0.45; VFD=-0.4; VHD=0.9(6rds); AP=-1.9SG(poor_birdie_conv); →Tier3 VTS=57.9
84,90,"Lebioda, Hank",LEBIODA_HANK,confirmed,TBD,TBD,deep,high,-0.47,66.16474756421613,65.00301646713694,-1.1617310970791834,high,0.2,"DataGolf venue-fit tool; comp courses: TPC River Highlands, Colonial CC, Sedgefield CC; cf_adj_total scaled ×20, capped ±7 VTS pts",12,0.087,0.5399999999999999,medium,61.12880396582754,Balanced,"{""neutral"": 0.4, ""venuefit"": 0.3, ""venuehistory"": 0.3}",clear,False,,0.0,poor_birdie_conv,-1.7017195767195772,0.0,0.0,-1.7017195767195772,0.0,poor_birdie_conv,Deere Run standard venue (non-major birdie-fest). AP_TO_VTS=2.0. Soft/wet week: bomb_and_spray softened (miss_fw_pen_frac=0.0264 modest). No weather amplification on other patterns.,OTT_Accuracy,False,0.0,,-0.47,50.0,0.0,False,,0.0,False,ok,,0.0,low,25.0,standard,Standard venue variance class. Soft/wet delay risk: no compression multiplier.,standard,"{""win_exponent"": 4.5, ""win_cap"": 0.14, ""top3_center"": 80, ""top5_center"": 76, ""top10_center"": 68, ""top20_center"": 59, ""make_cut_center"": 48, ""make_cut_steepness"": 0.07}","144-player cut event. Win exp=4.5, cap=0.14. make_cut_pct via logistic(vts, center=48, steep=0.07).",57.725364812388385,57.725364812388385,3,"Tier3 — Top-10 Range: NeutralSG=-0.47, moderate fit VFD=-1.2; 12CH-rds",ok,0.0051726553290330655,0.0875801002199195,0.12468664585797558,0.25559794332744096,0.4270764265479032,0.5975205904905636,0.4024794095094364,APP_100-150,APP_100-150+APP_150-200; weak OTT_Accuracy,NeutralSG=-0.47; VFD=-1.2; VHD=0.5(12rds); AP=-1.7SG(poor_birdie_conv); →Tier3 VTS=57.7
85,85,"Stanger, Jimmy",STANGER_JIMMY,confirmed,TBD,TBD,medium,medium,-0.3625,68.06908768821968,60.52397633858725,-7.545111349632435,medium,-1.0,"DataGolf venue-fit tool; comp courses: TPC River Highlands, Colonial CC, Sedgefield CC; cf_adj_total scaled ×20, capped ±7 VTS pts",1,-7.511,-0.049600000000000005,low,65.05104314836672,Neutral+Venue,"{""neutral"": 0.6, ""venuefit"": 0.4, ""venuehistory"": 0.0}",clear,False,,0.0,bomb_and_spray;wedge_liability,-4.053981818541745,-1.346046511627907,-2.7079353069138374,0.0,0.0,bomb_and_spray;wedge_liability,Deere Run standard venue (non-major birdie-fest). AP_TO_VTS=2.0. Soft/wet week: bomb_and_spray softened (miss_fw_pen_frac=0.0264 modest). No weather amplification on other patterns.,OTT_Accuracy,False,0.0,,-0.3625,50.0,0.0,False,,0.0,False,ok,,0.0,medium,50.0,standard,Standard venue variance class. Soft/wet delay risk: no compression multiplier.,standard,"{""win_exponent"": 4.5, ""win_cap"": 0.14, ""top3_center"": 80, ""top5_center"": 76, ""top10_center"": 68, ""top20_center"": 59, ""make_cut_center"": 48, ""make_cut_steepness"": 0.07}","144-player cut event. Win exp=4.5, cap=0.14. make_cut_pct via logistic(vts, center=48, steep=0.07).",56.94307951128323,56.94307951128323,3,"Tier3 — Top-10 Range: NeutralSG=-0.36, moderate fit VFD=-7.5; 1CH-rds",ok,0.005253775182657961,0.09065264385359285,0.12946560206116442,0.2699014083577392,0.4589541680318003,0.6515854557685797,0.34841454423142026,PUTT_Lag,PUTT_Lag+PUTT_BirdieConv; weak OTT_Accuracy,NeutralSG=-0.36; VFD=-7.5; VHD=-0.0(1rds); AP=-4.1SG(bomb_and_spray;wedge_liability); →Tier3 VTS=56.9
86,63,"Hughes, Mackenzie",HUGHES_MACKENZIE,confirmed,TBD,TBD,medium,medium,-0.0625,73.38352524357839,62.46349329264599,-10.920031950932398,medium,-2.2,"DataGolf venue-fit tool; comp courses: TPC River Highlands, Colonial CC, Sedgefield CC; cf_adj_total scaled ×20, capped ±7 VTS pts",6,0.391,1.1272,medium,63.430618085225156,Balanced,"{""neutral"": 0.4, ""venuefit"": 0.3, ""venuehistory"": 0.3}",clear,False,,0.0,bomb_and_spray;wedge_liability,-3.249692613260191,-1.0,-2.249692613260191,0.0,0.0,bomb_and_spray;wedge_liability,Deere Run standard venue (non-major birdie-fest). AP_TO_VTS=2.0. Soft/wet week: bomb_and_spray softened (miss_fw_pen_frac=0.0264 modest). No weather amplification on other patterns.,OTT_Accuracy,False,0.0,,-0.0625,50.0,0.0,False,,0.0,False,ok,,0.0,medium,50.0,standard,Standard venue variance class. Soft/wet delay risk: no compression multiplier.,standard,"{""win_exponent"": 4.5, ""win_cap"": 0.14, ""top3_center"": 80, ""top5_center"": 76, ""top10_center"": 68, ""top20_center"": 59, ""make_cut_center"": 48, ""make_cut_steepness"": 0.07}","144-player cut event. Win exp=4.5, cap=0.14. make_cut_pct via logistic(vts, center=48, steep=0.07).",56.931232858704774,56.931232858704774,3,"Tier3 — Top-10 Range: NeutralSG=-0.06, moderate fit VFD=-10.9; 6CH-rds",ok,0.005248858404851095,0.09055503362516715,0.12933214383832423,0.2696913605035362,0.4587188408537971,0.6513971706824706,0.3486028293175294,PUTT_BirdieConv,PUTT_BirdieConv+ARG_Bunker; weak OTT_Accuracy,NeutralSG=-0.06; VFD=-10.9; VHD=1.1(6rds); AP=-3.2SG(bomb_and_spray;wedge_liability); →Tier3 VTS=56.9
87,62,"Moore, Taylor",MOORE_TAYLOR,confirmed,TBD,TBD,deep,high,-0.02,74.13640389725423,63.128699949411555,-11.007703947842671,high,-1.8,"DataGolf venue-fit tool; comp courses: TPC River Highlands, Colonial CC, Sedgefield CC; cf_adj_total scaled ×20, capped ±7 VTS pts",10,0.369,0.6528,medium,63.78901154372515,Balanced,"{""neutral"": 0.4, ""venuefit"": 0.3, ""venuehistory"": 0.3}",clear,False,,0.0,bomb_and_spray;wedge_liability,-3.484601760957595,-1.2051162790697676,-2.2794854818878276,0.0,0.0,bomb_and_spray;wedge_liability,Deere Run standard venue (non-major birdie-fest). AP_TO_VTS=2.0. Soft/wet week: bomb_and_spray softened (miss_fw_pen_frac=0.0264 modest). No weather amplification on other patterns.,OTT_Accuracy,False,0.0,,-0.02,50.0,0.0,False,,0.0,False,ok,,0.0,low,25.0,standard,Standard venue variance class. Soft/wet delay risk: no compression multiplier.,standard,"{""win_exponent"": 4.5, ""win_cap"": 0.14, ""top3_center"": 80, ""top5_center"": 76, ""top10_center"": 68, ""top20_center"": 59, ""make_cut_center"": 48, ""make_cut_steepness"": 0.07}","144-player cut event. Win exp=4.5, cap=0.14. make_cut_pct via logistic(vts, center=48, steep=0.07).",56.81980802180996,56.81980802180996,3,"Tier3 — Top-10 Range: NeutralSG=-0.02, moderate fit VFD=-11.0; 10CH-rds",ok,0.0048173963796836715,0.0806774159364154,0.11527435291927872,0.2409487089798422,0.4108557271877263,0.584661536724411,0.415338463275589,PUTT_BirdieConv,PUTT_BirdieConv+PAR5_Scoring; weak OTT_Accuracy,NeutralSG=-0.02; VFD=-11.0; VHD=0.7(10rds); AP=-3.5SG(bomb_and_spray;wedge_liability); →Tier3 VTS=56.8
